Player,Date,Team,Against,Home,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameLink
Džanan Musa,2019-12-01,Brooklyn Nets,Miami Heat,1,12.01,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,https://www.basketball-reference.com/boxscores/201912010BRK.html
Nicolas Claxton,2019-12-01,Brooklyn Nets,Miami Heat,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010BRK.html
Jae Crowder,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,33.1,4.0,11.0,0.364,2.0,6.0,0.33299999999999996,2.0,3.0,0.667,2.0,8.0,10.0,3.0,0.0,0.0,1.0,2.0,12.0,8.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Dillon Brooks,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,31.54,9.0,18.0,0.5,4.0,5.0,0.8,4.0,4.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,3.0,26.0,-14.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Tyus Jones,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,25.25,5.0,9.0,0.556,1.0,2.0,0.5,1.0,2.0,0.5,0.0,4.0,4.0,7.0,1.0,1.0,2.0,2.0,12.0,3.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Jaren Jackson,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,19.17,5.0,10.0,0.5,2.0,6.0,0.33299999999999996,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,12.0,5.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Brandon Clarke,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,10.24,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-10.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Grayson Allen,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,30.04,4.0,9.0,0.444,3.0,6.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,13.0,18.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Bruno Caboclo,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,28.43,5.0,14.0,0.35700000000000004,0.0,3.0,0.0,2.0,3.0,0.667,5.0,8.0,13.0,1.0,3.0,0.0,2.0,2.0,12.0,3.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Solomon Hill,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,25.5,4.0,10.0,0.4,2.0,5.0,0.4,1.0,2.0,0.5,2.0,3.0,5.0,1.0,1.0,0.0,0.0,2.0,11.0,22.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
De'Anthony Melton,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,22.35,2.0,10.0,0.2,1.0,4.0,0.25,4.0,4.0,1.0,2.0,5.0,7.0,8.0,2.0,1.0,1.0,2.0,9.0,5.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Marko Guduric,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,12.38,3.0,6.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,8.0,0.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Yuta Watanabe,2019-12-01,Memphis Grizzlies,Minnesota Timberwolves,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010MIN.html
Karl-Anthony Towns,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,35.43,7.0,20.0,0.35,1.0,10.0,0.1,6.0,6.0,1.0,3.0,9.0,12.0,5.0,0.0,0.0,2.0,2.0,21.0,-4.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Andrew Wiggins,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,35.02,6.0,17.0,0.353,1.0,6.0,0.16699999999999998,5.0,5.0,1.0,1.0,5.0,6.0,7.0,1.0,2.0,3.0,1.0,18.0,3.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Robert Covington,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,31.14,4.0,9.0,0.444,3.0,6.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,13.0,0.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Jarrett Culver,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,25.36,6.0,12.0,0.5,1.0,4.0,0.25,1.0,4.0,0.25,1.0,6.0,7.0,1.0,1.0,0.0,1.0,2.0,14.0,5.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Treveon Graham,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,21.37,1.0,5.0,0.2,0.0,1.0,0.0,4.0,4.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,3.0,6.0,-10.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Jeff Teague,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,25.59,2.0,4.0,0.5,1.0,1.0,1.0,8.0,8.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,3.0,2.0,13.0,-13.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Keita Bates-Diop,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,25.01,4.0,7.0,0.5710000000000001,2.0,2.0,1.0,0.0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,2.0,2.0,10.0,2.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Josh Okogie,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,18.39,1.0,6.0,0.16699999999999998,0.0,2.0,0.0,3.0,4.0,0.75,1.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,-5.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Gorgui Dieng,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,12.17,1.0,4.0,0.25,1.0,3.0,0.33299999999999996,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,3.0,-4.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Shabazz Napier,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,8.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,-14.0,https://www.basketball-reference.com/boxscores/201912010MIN.html
Jordan Bell,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010MIN.html
Noah Vonleh,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010MIN.html
Naz Reid,2019-12-01,Minnesota Timberwolves,Memphis Grizzlies,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010MIN.html
Jayson Tatum,2019-12-01,Boston Celtics,New York Knicks,0,37.24,10.0,23.0,0.435,5.0,11.0,0.455,5.0,6.0,0.833,0.0,6.0,6.0,7.0,2.0,2.0,1.0,4.0,30.0,11.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Jaylen Brown,2019-12-01,Boston Celtics,New York Knicks,0,34.56,11.0,18.0,0.611,4.0,10.0,0.4,2.0,4.0,0.5,2.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,28.0,6.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Kemba Walker,2019-12-01,Boston Celtics,New York Knicks,0,33.18,6.0,18.0,0.33299999999999996,3.0,9.0,0.33299999999999996,1.0,2.0,0.5,1.0,4.0,5.0,10.0,1.0,0.0,4.0,1.0,16.0,7.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Marcus Smart,2019-12-01,Boston Celtics,New York Knicks,0,19.39,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,-11.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Daniel Theis,2019-12-01,Boston Celtics,New York Knicks,0,16.57,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,-7.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Grant Williams,2019-12-01,Boston Celtics,New York Knicks,0,22.28,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,17.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Semi Ojeleye,2019-12-01,Boston Celtics,New York Knicks,0,19.25,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,12.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Brad Wanamaker,2019-12-01,Boston Celtics,New York Knicks,0,18.27,3.0,5.0,0.6,1.0,2.0,0.5,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,11.0,2.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Enes Kanter,2019-12-01,Boston Celtics,New York Knicks,0,15.4,4.0,7.0,0.5710000000000001,0.0,0.0,,3.0,5.0,0.6,6.0,5.0,11.0,0.0,0.0,1.0,1.0,1.0,11.0,4.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Javonte Green,2019-12-01,Boston Celtics,New York Knicks,0,8.16,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Robert Williams,2019-12-01,Boston Celtics,New York Knicks,0,6.49,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,-1.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Carsen Edwards,2019-12-01,Boston Celtics,New York Knicks,0,6.41,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Vincent Poirier,2019-12-01,Boston Celtics,New York Knicks,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010NYK.html
RJ Barrett,2019-12-01,New York Knicks,Boston Celtics,1,35.08,4.0,13.0,0.308,0.0,2.0,0.0,8.0,13.0,0.615,2.0,5.0,7.0,0.0,1.0,1.0,0.0,3.0,16.0,-6.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Julius Randle,2019-12-01,New York Knicks,Boston Celtics,1,33.41,8.0,16.0,0.5,0.0,5.0,0.0,10.0,13.0,0.769,1.0,4.0,5.0,2.0,0.0,0.0,4.0,2.0,26.0,-5.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Kevin Knox,2019-12-01,New York Knicks,Boston Celtics,1,21.4,4.0,9.0,0.444,2.0,6.0,0.33299999999999996,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,1.0,2.0,11.0,-3.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Taj Gibson,2019-12-01,New York Knicks,Boston Celtics,1,19.38,2.0,6.0,0.33299999999999996,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Frank Ntilikina,2019-12-01,New York Knicks,Boston Celtics,1,6.53,1.0,3.0,0.33299999999999996,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,-3.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Dennis Smith,2019-12-01,New York Knicks,Boston Celtics,1,38.22,6.0,11.0,0.545,2.0,3.0,0.667,3.0,6.0,0.5,0.0,1.0,1.0,7.0,0.0,2.0,2.0,3.0,17.0,-5.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Damyean Dotson,2019-12-01,New York Knicks,Boston Celtics,1,31.33,4.0,6.0,0.667,2.0,4.0,0.5,0.0,0.0,,0.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,10.0,-11.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Bobby Portis,2019-12-01,New York Knicks,Boston Celtics,1,20.42,3.0,8.0,0.375,1.0,4.0,0.25,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,1.0,2.0,9.0,-7.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Mitchell Robinson,2019-12-01,New York Knicks,Boston Celtics,1,19.31,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,6.0,6.0,-4.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Wayne Ellington,2019-12-01,New York Knicks,Boston Celtics,1,12.52,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,-3.0,https://www.basketball-reference.com/boxscores/201912010NYK.html
Allonzo Trier,2019-12-01,New York Knicks,Boston Celtics,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010NYK.html
Marcus Morris,2019-12-01,New York Knicks,Boston Celtics,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010NYK.html
Ignas Brazdeikis,2019-12-01,New York Knicks,Boston Celtics,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010NYK.html
Luka Dončić,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,32.41,10.0,23.0,0.435,4.0,10.0,0.4,3.0,3.0,1.0,2.0,7.0,9.0,10.0,3.0,0.0,7.0,1.0,27.0,5.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Dwight Powell,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,32.25,6.0,11.0,0.545,0.0,1.0,0.0,3.0,5.0,0.6,3.0,6.0,9.0,0.0,1.0,0.0,1.0,3.0,15.0,5.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Tim Hardaway,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,30.31,3.0,10.0,0.3,0.0,7.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,8.0,0.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Kristaps Porziņģis,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,27.49,5.0,11.0,0.455,3.0,8.0,0.375,2.0,4.0,0.5,2.0,4.0,6.0,0.0,1.0,0.0,2.0,4.0,15.0,12.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Dorian Finney-Smith,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,21.23,2.0,7.0,0.28600000000000003,2.0,5.0,0.4,0.0,0.0,,4.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Delon Wright,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,27.33,7.0,12.0,0.583,3.0,6.0,0.5,0.0,0.0,,1.0,4.0,5.0,9.0,4.0,0.0,0.0,3.0,17.0,16.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Maxi Kleber,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,22.07,1.0,4.0,0.25,1.0,2.0,0.5,3.0,4.0,0.75,2.0,7.0,9.0,2.0,0.0,0.0,0.0,3.0,6.0,4.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Seth Curry,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,15.33,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,12.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Justin Jackson,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,15.26,6.0,10.0,0.6,3.0,5.0,0.6,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Jalen Brunson,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,10.3,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Boban Marjanović,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,4.02,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
J.J. Barea,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010LAL.html
Courtney Lee,2019-12-01,Dallas Mavericks,Los Angeles Lakers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201912010LAL.html
LeBron James,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,36.25,11.0,20.0,0.55,0.0,5.0,0.0,3.0,3.0,1.0,0.0,9.0,9.0,8.0,4.0,0.0,6.0,3.0,25.0,-16.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Anthony Davis,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,35.5,10.0,21.0,0.47600000000000003,1.0,2.0,0.5,6.0,6.0,1.0,2.0,8.0,10.0,2.0,1.0,2.0,2.0,2.0,27.0,-7.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Danny Green,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,27.53,3.0,10.0,0.3,2.0,8.0,0.25,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,8.0,-4.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Kentavious Caldwell-Pope,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,23.39,3.0,7.0,0.429,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,7.0,-11.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
JaVale McGee,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,15.4,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,4.0,6.0,10.0,0.0,1.0,1.0,0.0,1.0,4.0,-4.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Alex Caruso,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,25.01,4.0,5.0,0.8,2.0,2.0,1.0,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,10.0,7.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Kyle Kuzma,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,21.24,1.0,8.0,0.125,0.0,5.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,-15.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Rajon Rondo,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,18.02,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,7.0,0.0,0.0,3.0,0.0,4.0,-18.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Troy Daniels,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,17.24,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,-4.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Dwight Howard,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,12.22,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,-8.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Quinn Cook,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,3.1,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Jared Dudley,2019-12-01,Los Angeles Lakers,Dallas Mavericks,1,3.1,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,https://www.basketball-reference.com/boxscores/201912010LAL.html
Jakob Poeltl,2019-12-01,San Antonio Spurs,Detroit Pistons,0,26.11,4.0,6.0,0.667,0.0,0.0,,0.0,0.0,,2.0,3.0,5.0,1.0,3.0,1.0,0.0,2.0,8.0,-7.0,https://www.basketball-reference.com/boxscores/201912010DET.html
DeMar DeRozan,2019-12-01,San Antonio Spurs,Detroit Pistons,0,25.04,6.0,12.0,0.5,1.0,3.0,0.33299999999999996,7.0,8.0,0.875,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,20.0,-8.0,https://www.basketball-reference.com/boxscores/201912010DET.html
