Player,Date,Team,Against,Home,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameLink
Alando Tucker,2009-12-01,Phoenix Suns,New York Knicks,0,12.0,4.0,7.0,0.5710000000000001,1.0,1.0,1.0,5.0,8.0,0.625,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,14.0,-3.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Robin Lopez,2009-12-01,Phoenix Suns,New York Knicks,0,12.0,3.0,3.0,1.0,0.0,0.0,,1.0,2.0,0.5,3.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,-3.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Jarron Collins,2009-12-01,Phoenix Suns,New York Knicks,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912010NYK.html
Danilo Gallinari,2009-12-01,New York Knicks,Phoenix Suns,1,36.11,10.0,19.0,0.526,6.0,12.0,0.5,1.0,2.0,0.5,1.0,9.0,10.0,2.0,0.0,2.0,0.0,1.0,27.0,19.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Larry Hughes,2009-12-01,New York Knicks,Phoenix Suns,1,34.54,4.0,11.0,0.364,1.0,4.0,0.25,2.0,2.0,1.0,0.0,6.0,6.0,12.0,4.0,0.0,2.0,3.0,11.0,28.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
David Lee,2009-12-01,New York Knicks,Phoenix Suns,1,32.45,10.0,13.0,0.769,0.0,0.0,,4.0,7.0,0.5710000000000001,4.0,4.0,8.0,2.0,4.0,0.0,1.0,3.0,24.0,24.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Wilson Chandler,2009-12-01,New York Knicks,Phoenix Suns,1,28.55,4.0,11.0,0.364,2.0,3.0,0.667,4.0,4.0,1.0,4.0,2.0,6.0,0.0,1.0,0.0,2.0,4.0,14.0,11.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Chris Duhon,2009-12-01,New York Knicks,Phoenix Suns,1,25.58,2.0,8.0,0.25,1.0,4.0,0.25,0.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,5.0,13.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Jared Jeffries,2009-12-01,New York Knicks,Phoenix Suns,1,25.37,4.0,6.0,0.667,0.0,0.0,,2.0,4.0,0.5,5.0,0.0,5.0,4.0,1.0,4.0,0.0,3.0,10.0,30.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Al Harrington,2009-12-01,New York Knicks,Phoenix Suns,1,24.17,8.0,14.0,0.5710000000000001,1.0,3.0,0.33299999999999996,5.0,7.0,0.7140000000000001,2.0,6.0,8.0,1.0,1.0,0.0,1.0,2.0,22.0,15.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Nate Robinson,2009-12-01,New York Knicks,Phoenix Suns,1,10.33,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,-3.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Toney Douglas,2009-12-01,New York Knicks,Phoenix Suns,1,8.53,2.0,3.0,0.667,2.0,2.0,1.0,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,6.0,1.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Jordan Hill,2009-12-01,New York Knicks,Phoenix Suns,1,6.28,2.0,7.0,0.28600000000000003,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,-2.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Marcus Landry,2009-12-01,New York Knicks,Phoenix Suns,1,5.29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-1.0,https://www.basketball-reference.com/boxscores/200912010NYK.html
Darko Miličić,2009-12-01,New York Knicks,Phoenix Suns,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912010NYK.html
Stephen Curry,2009-12-01,Golden State Warriors,Denver Nuggets,0,40.42,4.0,14.0,0.28600000000000003,2.0,6.0,0.33299999999999996,0.0,0.0,,1.0,3.0,4.0,6.0,2.0,2.0,1.0,2.0,10.0,-14.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Anthony Morrow,2009-12-01,Golden State Warriors,Denver Nuggets,0,33.04,12.0,20.0,0.6,2.0,7.0,0.28600000000000003,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,4.0,27.0,-8.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Monta Ellis,2009-12-01,Golden State Warriors,Denver Nuggets,0,29.58,4.0,10.0,0.4,1.0,2.0,0.5,6.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,15.0,-24.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Vladimir Radmanović,2009-12-01,Golden State Warriors,Denver Nuggets,0,29.51,7.0,14.0,0.5,1.0,5.0,0.2,2.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,3.0,3.0,17.0,-23.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Mikki Moore,2009-12-01,Golden State Warriors,Denver Nuggets,0,21.28,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,1.0,0.0,3.0,2.0,-9.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
C.J. Watson,2009-12-01,Golden State Warriors,Denver Nuggets,0,32.43,6.0,14.0,0.429,0.0,4.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,1.0,1.0,0.0,14.0,-21.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Chris Hunter,2009-12-01,Golden State Warriors,Denver Nuggets,0,26.1,3.0,6.0,0.5,0.0,0.0,,2.0,5.0,0.4,3.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,8.0,-22.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Corey Maggette,2009-12-01,Golden State Warriors,Denver Nuggets,0,26.04,4.0,13.0,0.308,0.0,2.0,0.0,6.0,8.0,0.75,2.0,5.0,7.0,1.0,1.0,0.0,5.0,5.0,14.0,-19.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Ronny Turiaf,2009-12-01,Golden State Warriors,Denver Nuggets,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912010DEN.html
Anthony Randolph,2009-12-01,Golden State Warriors,Denver Nuggets,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912010DEN.html
Andris Biedriņš,2009-12-01,Golden State Warriors,Denver Nuggets,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912010DEN.html
Raja Bell,2009-12-01,Golden State Warriors,Denver Nuggets,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912010DEN.html
Carmelo Anthony,2009-12-01,Denver Nuggets,Golden State Warriors,1,31.18,10.0,19.0,0.526,0.0,2.0,0.0,5.0,5.0,1.0,4.0,3.0,7.0,4.0,1.0,0.0,3.0,2.0,25.0,20.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Chauncey Billups,2009-12-01,Denver Nuggets,Golden State Warriors,1,30.21,5.0,11.0,0.455,1.0,6.0,0.16699999999999998,11.0,11.0,1.0,1.0,2.0,3.0,8.0,2.0,0.0,2.0,4.0,22.0,11.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Nenê Hilário,2009-12-01,Denver Nuggets,Golden State Warriors,1,29.13,7.0,10.0,0.7,0.0,0.0,,4.0,4.0,1.0,4.0,8.0,12.0,3.0,0.0,2.0,0.0,3.0,18.0,23.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Kenyon Martin,2009-12-01,Denver Nuggets,Golden State Warriors,1,28.49,4.0,9.0,0.444,0.0,0.0,,2.0,3.0,0.667,1.0,7.0,8.0,2.0,1.0,2.0,1.0,4.0,10.0,5.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Arron Afflalo,2009-12-01,Denver Nuggets,Golden State Warriors,1,27.36,3.0,8.0,0.375,1.0,2.0,0.5,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,6.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Ty Lawson,2009-12-01,Denver Nuggets,Golden State Warriors,1,24.04,5.0,7.0,0.7140000000000001,1.0,1.0,1.0,2.0,3.0,0.667,1.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,13.0,22.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Chris Andersen,2009-12-01,Denver Nuggets,Golden State Warriors,1,21.15,5.0,6.0,0.833,0.0,0.0,,4.0,6.0,0.667,4.0,4.0,8.0,0.0,0.0,5.0,1.0,0.0,14.0,17.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
J.R. Smith,2009-12-01,Denver Nuggets,Golden State Warriors,1,20.39,5.0,12.0,0.41700000000000004,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,5.0,2.0,10.0,17.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Joey Graham,2009-12-01,Denver Nuggets,Golden State Warriors,1,7.39,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Anthony Carter,2009-12-01,Denver Nuggets,Golden State Warriors,1,7.39,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Malik Allen,2009-12-01,Denver Nuggets,Golden State Warriors,1,6.59,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Johan Petro,2009-12-01,Denver Nuggets,Golden State Warriors,1,4.28,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,https://www.basketball-reference.com/boxscores/200912010DEN.html
Quentin Richardson,2009-12-01,Miami Heat,Portland Trail Blazers,0,39.58,8.0,15.0,0.5329999999999999,4.0,10.0,0.4,0.0,0.0,,0.0,9.0,9.0,2.0,1.0,1.0,0.0,3.0,20.0,6.0,https://www.basketball-reference.com/boxscores/200912010POR.html
Dwyane Wade,2009-12-01,Miami Heat,Portland Trail Blazers,0,37.32,9.0,18.0,0.5,0.0,1.0,0.0,4.0,7.0,0.5710000000000001,3.0,2.0,5.0,12.0,1.0,0.0,3.0,5.0,22.0,10.0,https://www.basketball-reference.com/boxscores/200912010POR.html
Michael Beasley,2009-12-01,Miami Heat,Portland Trail Blazers,0,36.34,8.0,15.0,0.5329999999999999,0.0,1.0,0.0,11.0,12.0,0.917,1.0,7.0,8.0,0.0,1.0,1.0,2.0,0.0,27.0,5.0,https://www.basketball-reference.com/boxscores/200912010POR.html
Jermaine O'Neal,2009-12-01,Miami Heat,Portland Trail Blazers,0,27.5,7.0,12.0,0.583,0.0,0.0,,0.0,1.0,0.0,1.0,4.0,5.0,4.0,0.0,1.0,1.0,5.0,14.0,-1.0,https://www.basketball-reference.com/boxscores/200912010POR.html
Mario Chalmers,2009-12-01,Miami Heat,Portland Trail Blazers,0,21.54,2.0,3.0,0.667,1.0,2.0,0.5,1.0,3.0,0.33299999999999996,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,0.0,https://www.basketball-reference.com/boxscores/200912010POR.html
James Jones,2009-12-01,Miami Heat,Portland Trail Blazers,0,26.06,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,6.0,7.0,https://www.basketball-reference.com/boxscores/200912010POR.html
