Player,Date,Team,Against,Home,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameLink
Ramon Sessions,2009-12-05,Minnesota Timberwolves,Utah Jazz,1,13.53,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,-2.0,https://www.basketball-reference.com/boxscores/200912050MIN.html
Sasha Pavlović,2009-12-05,Minnesota Timberwolves,Utah Jazz,1,13.18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-3.0,https://www.basketball-reference.com/boxscores/200912050MIN.html
Ryan Hollins,2009-12-05,Minnesota Timberwolves,Utah Jazz,1,12.43,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,-6.0,https://www.basketball-reference.com/boxscores/200912050MIN.html
Oleksiy Pecherov,2009-12-05,Minnesota Timberwolves,Utah Jazz,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050MIN.html
Nathan Jawai,2009-12-05,Minnesota Timberwolves,Utah Jazz,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050MIN.html
Carmelo Anthony,2009-12-05,Denver Nuggets,San Antonio Spurs,0,42.18,14.0,27.0,0.519,0.0,1.0,0.0,6.0,8.0,0.75,4.0,3.0,7.0,2.0,0.0,1.0,2.0,4.0,34.0,3.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Nenê Hilário,2009-12-05,Denver Nuggets,San Antonio Spurs,0,37.56,6.0,10.0,0.6,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,12.0,2.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Kenyon Martin,2009-12-05,Denver Nuggets,San Antonio Spurs,0,37.19,4.0,7.0,0.5710000000000001,0.0,0.0,,1.0,2.0,0.5,4.0,9.0,13.0,1.0,2.0,3.0,2.0,2.0,9.0,5.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Chauncey Billups,2009-12-05,Denver Nuggets,San Antonio Spurs,0,32.51,4.0,10.0,0.4,2.0,3.0,0.667,8.0,9.0,0.889,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,18.0,0.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Arron Afflalo,2009-12-05,Denver Nuggets,San Antonio Spurs,0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
J.R. Smith,2009-12-05,Denver Nuggets,San Antonio Spurs,0,28.39,6.0,17.0,0.353,1.0,4.0,0.25,4.0,5.0,0.8,0.0,7.0,7.0,1.0,3.0,2.0,4.0,3.0,17.0,17.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Ty Lawson,2009-12-05,Denver Nuggets,San Antonio Spurs,0,21.26,3.0,6.0,0.5,0.0,0.0,,5.0,7.0,0.7140000000000001,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,11.0,-1.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Chris Andersen,2009-12-05,Denver Nuggets,San Antonio Spurs,0,20.31,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,2.0,9.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Joey Graham,2009-12-05,Denver Nuggets,San Antonio Spurs,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050SAS.html
Anthony Carter,2009-12-05,Denver Nuggets,San Antonio Spurs,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050SAS.html
Renaldo Balkman,2009-12-05,Denver Nuggets,San Antonio Spurs,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050SAS.html
Malik Allen,2009-12-05,Denver Nuggets,San Antonio Spurs,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050SAS.html
Richard Jefferson,2009-12-05,San Antonio Spurs,Denver Nuggets,1,35.48,4.0,9.0,0.444,2.0,4.0,0.5,0.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,10.0,3.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Tony Parker,2009-12-05,San Antonio Spurs,Denver Nuggets,1,35.38,8.0,14.0,0.5710000000000001,0.0,0.0,,11.0,12.0,0.917,0.0,4.0,4.0,5.0,0.0,1.0,6.0,4.0,27.0,1.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Tim Duncan,2009-12-05,San Antonio Spurs,Denver Nuggets,1,35.38,10.0,12.0,0.833,0.0,0.0,,6.0,7.0,0.857,2.0,4.0,6.0,2.0,1.0,4.0,2.0,1.0,26.0,-1.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Antonio McDyess,2009-12-05,San Antonio Spurs,Denver Nuggets,1,24.16,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,5.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,-3.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Keith Bogans,2009-12-05,San Antonio Spurs,Denver Nuggets,1,16.28,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Manu Ginóbili,2009-12-05,San Antonio Spurs,Denver Nuggets,1,26.09,3.0,9.0,0.33299999999999996,2.0,4.0,0.5,6.0,7.0,0.857,0.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,14.0,-7.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Matt Bonner,2009-12-05,San Antonio Spurs,Denver Nuggets,1,23.11,1.0,6.0,0.16699999999999998,1.0,6.0,0.16699999999999998,0.0,0.0,,2.0,5.0,7.0,1.0,0.0,1.0,2.0,1.0,3.0,-4.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
George Hill,2009-12-05,San Antonio Spurs,Denver Nuggets,1,15.07,2.0,7.0,0.28600000000000003,2.0,4.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,8.0,-5.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
DeJuan Blair,2009-12-05,San Antonio Spurs,Denver Nuggets,1,12.41,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,-8.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Michael Finley,2009-12-05,San Antonio Spurs,Denver Nuggets,1,12.18,2.0,2.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,-11.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Roger Mason,2009-12-05,San Antonio Spurs,Denver Nuggets,1,2.46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/200912050SAS.html
Theo Ratliff,2009-12-05,San Antonio Spurs,Denver Nuggets,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050SAS.html
Joe Johnson,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,43.5,13.0,24.0,0.542,1.0,5.0,0.2,4.0,4.0,1.0,1.0,6.0,7.0,3.0,1.0,0.0,3.0,2.0,31.0,6.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Al Horford,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,37.39,5.0,10.0,0.5,0.0,0.0,,1.0,2.0,0.5,2.0,4.0,6.0,1.0,0.0,1.0,1.0,5.0,11.0,5.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Marvin Williams,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,36.11,1.0,7.0,0.14300000000000002,1.0,1.0,1.0,0.0,0.0,,1.0,14.0,15.0,1.0,3.0,1.0,0.0,1.0,3.0,5.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Josh Smith,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,26.38,4.0,11.0,0.364,0.0,0.0,,4.0,10.0,0.4,4.0,2.0,6.0,2.0,1.0,1.0,4.0,5.0,12.0,2.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Mike Bibby,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,21.06,1.0,9.0,0.111,0.0,5.0,0.0,0.0,0.0,,2.0,2.0,4.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Jamal Crawford,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,30.45,3.0,12.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,6.0,8.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Joe Smith,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,18.33,3.0,8.0,0.375,0.0,0.0,,3.0,4.0,0.75,5.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Zaza Pachulia,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,13.01,2.0,5.0,0.4,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,6.0,-3.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Maurice Evans,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,8.06,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Jeff Teague,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,4.1,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Randolph Morris,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050DAL.html
Jason Collins,2009-12-05,Atlanta Hawks,Dallas Mavericks,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050DAL.html
Dirk Nowitzki,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,43.56,11.0,24.0,0.45799999999999996,2.0,6.0,0.33299999999999996,8.0,10.0,0.8,1.0,8.0,9.0,2.0,1.0,4.0,2.0,3.0,32.0,3.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Jason Terry,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,39.51,5.0,16.0,0.313,3.0,8.0,0.375,4.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,17.0,-4.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Jason Kidd,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,38.56,1.0,5.0,0.2,1.0,5.0,0.2,0.0,2.0,0.0,0.0,8.0,8.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Shawn Marion,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,31.43,3.0,6.0,0.5,0.0,0.0,,2.0,4.0,0.5,2.0,3.0,5.0,2.0,0.0,2.0,2.0,4.0,8.0,4.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Erick Dampier,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,31.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,11.0,12.0,0.0,1.0,4.0,2.0,4.0,0.0,7.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Tim Thomas,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,21.38,2.0,7.0,0.28600000000000003,1.0,3.0,0.33299999999999996,0.0,0.0,,2.0,5.0,7.0,2.0,0.0,0.0,4.0,1.0,5.0,-16.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
J.J. Barea,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,17.24,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,5.0,-9.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Drew Gooden,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,15.24,1.0,4.0,0.25,0.0,0.0,,3.0,4.0,0.75,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,5.0,-9.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
Rodrigue Beaubois,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,0.08,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/200912050DAL.html
James Singleton,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050DAL.html
Kris Humphries,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050DAL.html
Matt Carroll,2009-12-05,Dallas Mavericks,Atlanta Hawks,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050DAL.html
Spencer Hawes,2009-12-05,Sacramento Kings,Phoenix Suns,0,32.02,4.0,14.0,0.28600000000000003,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,10.0,-6.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Tyreke Evans,2009-12-05,Sacramento Kings,Phoenix Suns,0,31.45,8.0,16.0,0.5,1.0,3.0,0.33299999999999996,4.0,6.0,0.667,2.0,4.0,6.0,7.0,2.0,1.0,0.0,3.0,21.0,-7.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Andrés Nocioni,2009-12-05,Sacramento Kings,Phoenix Suns,0,30.47,7.0,13.0,0.5379999999999999,4.0,7.0,0.5710000000000001,2.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,20.0,-11.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Jason Thompson,2009-12-05,Sacramento Kings,Phoenix Suns,0,23.15,5.0,9.0,0.556,0.0,0.0,,3.0,4.0,0.75,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,13.0,-6.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Donté Greene,2009-12-05,Sacramento Kings,Phoenix Suns,0,12.46,1.0,5.0,0.2,1.0,3.0,0.33299999999999996,1.0,4.0,0.25,0.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Kenny Thomas,2009-12-05,Sacramento Kings,Phoenix Suns,0,27.29,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,8.0,10.0,18.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Omri Casspi,2009-12-05,Sacramento Kings,Phoenix Suns,0,26.03,2.0,8.0,0.25,0.0,1.0,0.0,4.0,6.0,0.667,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,8.0,2.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Beno Udrih,2009-12-05,Sacramento Kings,Phoenix Suns,0,24.11,4.0,8.0,0.5,1.0,4.0,0.25,3.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,12.0,-7.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Sergio Rodríguez,2009-12-05,Sacramento Kings,Phoenix Suns,0,22.17,5.0,10.0,0.5,1.0,3.0,0.33299999999999996,1.0,2.0,0.5,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,12.0,0.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Ime Udoka,2009-12-05,Sacramento Kings,Phoenix Suns,0,9.28,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-11.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Sean May,2009-12-05,Sacramento Kings,Phoenix Suns,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050PHO.html
Jon Brockman,2009-12-05,Sacramento Kings,Phoenix Suns,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050PHO.html
Channing Frye,2009-12-05,Phoenix Suns,Sacramento Kings,1,44.22,4.0,10.0,0.4,4.0,8.0,0.5,3.0,4.0,0.75,1.0,7.0,8.0,2.0,1.0,2.0,0.0,5.0,15.0,10.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Amar'e Stoudemire,2009-12-05,Phoenix Suns,Sacramento Kings,1,40.43,5.0,13.0,0.385,0.0,0.0,,8.0,12.0,0.667,9.0,12.0,21.0,0.0,0.0,1.0,3.0,3.0,18.0,2.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Grant Hill,2009-12-05,Phoenix Suns,Sacramento Kings,1,38.26,4.0,15.0,0.267,0.0,0.0,,6.0,7.0,0.857,3.0,5.0,8.0,4.0,2.0,1.0,0.0,2.0,14.0,4.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Steve Nash,2009-12-05,Phoenix Suns,Sacramento Kings,1,37.34,11.0,23.0,0.478,3.0,6.0,0.5,7.0,7.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,32.0,12.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Jason Richardson,2009-12-05,Phoenix Suns,Sacramento Kings,1,33.07,6.0,14.0,0.429,2.0,6.0,0.33299999999999996,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,5.0,16.0,5.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Jared Dudley,2009-12-05,Phoenix Suns,Sacramento Kings,1,21.32,4.0,6.0,0.667,1.0,2.0,0.5,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,9.0,2.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Goran Dragić,2009-12-05,Phoenix Suns,Sacramento Kings,1,11.5,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Robin Lopez,2009-12-05,Phoenix Suns,Sacramento Kings,1,10.56,2.0,3.0,0.667,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,4.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Earl Clark,2009-12-05,Phoenix Suns,Sacramento Kings,1,1.31,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://www.basketball-reference.com/boxscores/200912050PHO.html
Alando Tucker,2009-12-05,Phoenix Suns,Sacramento Kings,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050PHO.html
Taylor Griffin,2009-12-05,Phoenix Suns,Sacramento Kings,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050PHO.html
Jarron Collins,2009-12-05,Phoenix Suns,Sacramento Kings,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050PHO.html
Luis Scola,2009-12-05,Houston Rockets,Portland Trail Blazers,0,37.58,9.0,17.0,0.529,0.0,0.0,,3.0,4.0,0.75,0.0,5.0,5.0,2.0,0.0,0.0,1.0,3.0,21.0,-7.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Trevor Ariza,2009-12-05,Houston Rockets,Portland Trail Blazers,0,36.02,3.0,12.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,7.0,-4.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Shane Battier,2009-12-05,Houston Rockets,Portland Trail Blazers,0,35.34,2.0,4.0,0.5,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,5.0,3.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Aaron Brooks,2009-12-05,Houston Rockets,Portland Trail Blazers,0,31.13,3.0,9.0,0.33299999999999996,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,6.0,-5.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Chuck Hayes,2009-12-05,Houston Rockets,Portland Trail Blazers,0,21.19,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,4.0,3.0,7.0,2.0,0.0,0.0,0.0,1.0,4.0,-1.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Carl Landry,2009-12-05,Houston Rockets,Portland Trail Blazers,0,29.35,7.0,13.0,0.5379999999999999,0.0,0.0,,9.0,11.0,0.818,5.0,4.0,9.0,2.0,1.0,1.0,2.0,4.0,23.0,10.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Kyle Lowry,2009-12-05,Houston Rockets,Portland Trail Blazers,0,22.05,2.0,5.0,0.4,1.0,2.0,0.5,4.0,6.0,0.667,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,9.0,-7.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Chase Budinger,2009-12-05,Houston Rockets,Portland Trail Blazers,0,19.29,5.0,10.0,0.5,2.0,5.0,0.4,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,12.0,6.0,https://www.basketball-reference.com/boxscores/200912050POR.html
David Andersen,2009-12-05,Houston Rockets,Portland Trail Blazers,0,6.44,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Jermaine Taylor,2009-12-05,Houston Rockets,Portland Trail Blazers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050POR.html
Brian Cook,2009-12-05,Houston Rockets,Portland Trail Blazers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050POR.html
Brandon Roy,2009-12-05,Portland Trail Blazers,Houston Rockets,1,41.51,9.0,15.0,0.6,1.0,2.0,0.5,9.0,9.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,4.0,4.0,28.0,-1.0,https://www.basketball-reference.com/boxscores/200912050POR.html
LaMarcus Aldridge,2009-12-05,Portland Trail Blazers,Houston Rockets,1,39.44,5.0,14.0,0.35700000000000004,1.0,1.0,1.0,1.0,2.0,0.5,2.0,9.0,11.0,3.0,0.0,0.0,1.0,3.0,12.0,0.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Steve Blake,2009-12-05,Portland Trail Blazers,Houston Rockets,1,28.41,1.0,6.0,0.16699999999999998,1.0,5.0,0.2,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,-2.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Martell Webster,2009-12-05,Portland Trail Blazers,Houston Rockets,1,16.59,1.0,6.0,0.16699999999999998,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Greg Oden,2009-12-05,Portland Trail Blazers,Houston Rockets,1,4.15,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Andre Miller,2009-12-05,Portland Trail Blazers,Houston Rockets,1,35.49,9.0,14.0,0.643,1.0,1.0,1.0,5.0,7.0,0.7140000000000001,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,24.0,1.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Joel Przybilla,2009-12-05,Portland Trail Blazers,Houston Rockets,1,35.11,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,11.0,12.0,0.0,0.0,1.0,3.0,5.0,6.0,1.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Jerryd Bayless,2009-12-05,Portland Trail Blazers,Houston Rockets,1,20.55,4.0,6.0,0.667,0.0,1.0,0.0,5.0,6.0,0.833,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,13.0,12.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Juwan Howard,2009-12-05,Portland Trail Blazers,Houston Rockets,1,11.35,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,-5.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Dante Cunningham,2009-12-05,Portland Trail Blazers,Houston Rockets,1,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,https://www.basketball-reference.com/boxscores/200912050POR.html
Travis Outlaw,2009-12-05,Portland Trail Blazers,Houston Rockets,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050POR.html
Rudy Fernández,2009-12-05,Portland Trail Blazers,Houston Rockets,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200912050POR.html
Rashard Lewis,2009-12-05,Orlando Magic,Golden State Warriors,0,41.42,6.0,12.0,0.5,3.0,7.0,0.429,5.0,6.0,0.833,0.0,4.0,4.0,4.0,1.0,0.0,2.0,4.0,20.0,5.0,https://www.basketball-reference.com/boxscores/200912050GSW.html
Jason Williams,2009-12-05,Orlando Magic,Golden State Warriors,0,36.38,4.0,9.0,0.444,2.0,5.0,0.4,2.0,2.0,1.0,1.0,4.0,5.0,8.0,1.0,0.0,4.0,1.0,12.0,3.0,https://www.basketball-reference.com/boxscores/200912050GSW.html
Mickaël Piétrus,2009-12-05,Orlando Magic,Golden State Warriors,0,36.16,6.0,12.0,0.5,4.0,8.0,0.5,6.0,7.0,0.857,0.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,22.0,1.0,https://www.basketball-reference.com/boxscores/200912050GSW.html
Vince Carter,2009-12-05,Orlando Magic,Golden State Warriors,0,34.1,7.0,13.0,0.5379999999999999,1.0,2.0,0.5,12.0,12.0,1.0,0.0,5.0,5.0,7.0,2.0,1.0,1.0,5.0,27.0,19.0,https://www.basketball-reference.com/boxscores/200912050GSW.html
Dwight Howard,2009-12-05,Orlando Magic,Golden State Warriors,0,31.13,6.0,11.0,0.545,0.0,0.0,,5.0,7.0,0.7140000000000001,2.0,6.0,8.0,2.0,2.0,2.0,4.0,5.0,17.0,11.0,https://www.basketball-reference.com/boxscores/200912050GSW.html
Matt Barnes,2009-12-05,Orlando Magic,Golden State Warriors,0,17.39,4.0,5.0,0.8,1.0,2.0,0.5,2.0,3.0,0.667,1.0,5.0,6.0,2.0,0.0,0.0,2.0,2.0,11.0,-3.0,https://www.basketball-reference.com/boxscores/200912050GSW.html
