Player,Date,Team,Against,Home,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameLink
Travis Best,2000-12-19,Indiana Pacers,Chicago Bulls,0,40.12,5.0,12.0,0.41700000000000004,1.0,1.0,1.0,8.0,8.0,1.0,0.0,3.0,3.0,10.0,2.0,0.0,0.0,6.0,19.0,9.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Žan Tabak,2000-12-19,Indiana Pacers,Chicago Bulls,0,16.17,3.0,4.0,0.75,0.0,0.0,,2.0,4.0,0.5,1.0,5.0,6.0,0.0,1.0,1.0,1.0,3.0,8.0,1.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Austin Croshere,2000-12-19,Indiana Pacers,Chicago Bulls,0,12.5,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,2.0,-8.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Jonathan Bender,2000-12-19,Indiana Pacers,Chicago Bulls,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Sam Perkins,2000-12-19,Indiana Pacers,Chicago Bulls,0,3.29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Derrick McKey,2000-12-19,Indiana Pacers,Chicago Bulls,0,0.48,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Bruno Šundov,2000-12-19,Indiana Pacers,Chicago Bulls,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190CHI.html
Metta World Peace,2000-12-19,Chicago Bulls,Indiana Pacers,1,45.03,3.0,8.0,0.375,1.0,2.0,0.5,7.0,9.0,0.778,0.0,3.0,3.0,6.0,2.0,0.0,5.0,4.0,14.0,-5.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Ron Mercer,2000-12-19,Chicago Bulls,Indiana Pacers,1,44.49,6.0,21.0,0.28600000000000003,0.0,0.0,,3.0,4.0,0.75,1.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,15.0,-13.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Elton Brand,2000-12-19,Chicago Bulls,Indiana Pacers,1,33.21,7.0,14.0,0.5,0.0,0.0,,3.0,6.0,0.5,2.0,5.0,7.0,6.0,1.0,0.0,1.0,5.0,17.0,7.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Fred Hoiberg,2000-12-19,Chicago Bulls,Indiana Pacers,1,26.08,2.0,4.0,0.5,2.0,3.0,0.667,4.0,4.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,10.0,14.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Michael Ruffin,2000-12-19,Chicago Bulls,Indiana Pacers,1,22.15,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,4.0,4.0,-1.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Marcus Fizer,2000-12-19,Chicago Bulls,Indiana Pacers,1,19.32,3.0,8.0,0.375,0.0,0.0,,4.0,4.0,1.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,10.0,-5.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Bryce Drew,2000-12-19,Chicago Bulls,Indiana Pacers,1,12.59,1.0,3.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,-4.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Brad Miller,2000-12-19,Chicago Bulls,Indiana Pacers,1,12.21,1.0,3.0,0.33299999999999996,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,-3.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Khalid El-Amin,2000-12-19,Chicago Bulls,Indiana Pacers,1,9.23,3.0,3.0,1.0,0.0,0.0,,2.0,3.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,-13.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Corey Benjamin,2000-12-19,Chicago Bulls,Indiana Pacers,1,9.23,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Dragan Tarlać,2000-12-19,Chicago Bulls,Indiana Pacers,1,4.46,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,-14.0,https://www.basketball-reference.com/boxscores/200012190CHI.html
Jamal Crawford,2000-12-19,Chicago Bulls,Indiana Pacers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190CHI.html
Tim Duncan,2000-12-19,San Antonio Spurs,Houston Rockets,0,42.32,11.0,18.0,0.611,0.0,0.0,,3.0,8.0,0.375,6.0,9.0,15.0,1.0,1.0,3.0,2.0,1.0,25.0,3.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Derek Anderson,2000-12-19,San Antonio Spurs,Houston Rockets,0,38.19,6.0,16.0,0.375,1.0,3.0,0.33299999999999996,2.0,4.0,0.5,0.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,15.0,8.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Sean Elliott,2000-12-19,San Antonio Spurs,Houston Rockets,0,32.3,6.0,8.0,0.75,1.0,2.0,0.5,0.0,1.0,0.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,1.0,13.0,10.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
David Robinson,2000-12-19,San Antonio Spurs,Houston Rockets,0,23.38,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,0.5,1.0,6.0,7.0,1.0,0.0,1.0,2.0,6.0,5.0,6.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Antonio Daniels,2000-12-19,San Antonio Spurs,Houston Rockets,0,22.18,2.0,12.0,0.16699999999999998,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,5.0,-7.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Terry Porter,2000-12-19,San Antonio Spurs,Houston Rockets,0,31.01,3.0,4.0,0.75,2.0,3.0,0.667,2.0,3.0,0.667,0.0,4.0,4.0,2.0,3.0,0.0,2.0,3.0,10.0,14.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Malik Rose,2000-12-19,San Antonio Spurs,Houston Rockets,0,22.37,2.0,11.0,0.182,0.0,0.0,,2.0,4.0,0.5,3.0,3.0,6.0,1.0,4.0,1.0,2.0,2.0,6.0,1.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Danny Ferry,2000-12-19,San Antonio Spurs,Houston Rockets,0,14.54,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,5.0,-1.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Samaki Walker,2000-12-19,San Antonio Spurs,Houston Rockets,0,7.13,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Steve Kerr,2000-12-19,San Antonio Spurs,Houston Rockets,0,3.46,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Ira Newble,2000-12-19,San Antonio Spurs,Houston Rockets,0,0.36,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Derrick Dial,2000-12-19,San Antonio Spurs,Houston Rockets,0,0.36,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Moochie Norris,2000-12-19,Houston Rockets,San Antonio Spurs,1,45.12,6.0,13.0,0.462,2.0,3.0,0.667,3.0,5.0,0.6,1.0,7.0,8.0,8.0,1.0,0.0,6.0,0.0,17.0,-3.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Hakeem Olajuwon,2000-12-19,Houston Rockets,San Antonio Spurs,1,36.25,6.0,13.0,0.462,0.0,0.0,,5.0,6.0,0.833,5.0,8.0,13.0,4.0,0.0,3.0,3.0,1.0,17.0,1.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Maurice Taylor,2000-12-19,Houston Rockets,San Antonio Spurs,1,24.37,7.0,14.0,0.5,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,0.0,0.0,0.0,2.0,4.0,14.0,0.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Walt Williams,2000-12-19,Houston Rockets,San Antonio Spurs,1,24.09,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,1.0,-3.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Shandon Anderson,2000-12-19,Houston Rockets,San Antonio Spurs,1,18.05,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,-4.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Cuttino Mobley,2000-12-19,Houston Rockets,San Antonio Spurs,1,42.42,7.0,19.0,0.368,0.0,0.0,,2.0,5.0,0.4,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,16.0,-10.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Kenny Thomas,2000-12-19,Houston Rockets,San Antonio Spurs,1,26.37,2.0,5.0,0.4,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,5.0,-11.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Matt Bullard,2000-12-19,Houston Rockets,San Antonio Spurs,1,11.46,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,-4.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Kelvin Cato,2000-12-19,Houston Rockets,San Antonio Spurs,1,8.21,2.0,3.0,0.667,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,-4.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Dan Langhi,2000-12-19,Houston Rockets,San Antonio Spurs,1,2.06,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,https://www.basketball-reference.com/boxscores/200012190HOU.html
Anthony Miller,2000-12-19,Houston Rockets,San Antonio Spurs,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190HOU.html
Steve Francis,2000-12-19,Houston Rockets,San Antonio Spurs,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190HOU.html
Jerry Stackhouse,2000-12-19,Detroit Pistons,Phoenix Suns,0,38.42,11.0,28.0,0.39299999999999996,2.0,6.0,0.33299999999999996,11.0,12.0,0.917,0.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,35.0,11.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Ben Wallace,2000-12-19,Detroit Pistons,Phoenix Suns,0,37.08,4.0,7.0,0.5710000000000001,0.0,0.0,,2.0,2.0,1.0,5.0,9.0,14.0,1.0,3.0,4.0,3.0,1.0,10.0,7.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Joe Smith,2000-12-19,Detroit Pistons,Phoenix Suns,0,35.21,5.0,14.0,0.35700000000000004,0.0,0.0,,4.0,4.0,1.0,4.0,9.0,13.0,1.0,1.0,1.0,5.0,5.0,14.0,-1.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Chucky Atkins,2000-12-19,Detroit Pistons,Phoenix Suns,0,28.44,6.0,12.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,3.0,4.0,0.0,0.0,2.0,3.0,14.0,0.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Michael Curry,2000-12-19,Detroit Pistons,Phoenix Suns,0,27.12,1.0,6.0,0.16699999999999998,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,3.0,2.0,8.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Mikki Moore,2000-12-19,Detroit Pistons,Phoenix Suns,0,18.0,2.0,3.0,0.667,0.0,0.0,,4.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,8.0,6.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Mateen Cleaves,2000-12-19,Detroit Pistons,Phoenix Suns,0,16.33,1.0,3.0,0.33299999999999996,0.0,0.0,,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,8.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Billy Owens,2000-12-19,Detroit Pistons,Phoenix Suns,0,13.02,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Brian Cardinal,2000-12-19,Detroit Pistons,Phoenix Suns,0,11.21,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,-7.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Dana Barros,2000-12-19,Detroit Pistons,Phoenix Suns,0,8.26,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Eric Montross,2000-12-19,Detroit Pistons,Phoenix Suns,0,5.31,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
John Wallace,2000-12-19,Detroit Pistons,Phoenix Suns,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190PHO.html
Elliot Perry,2000-12-19,Phoenix Suns,Detroit Pistons,1,42.28,8.0,15.0,0.5329999999999999,0.0,0.0,,2.0,4.0,0.5,1.0,3.0,4.0,5.0,2.0,0.0,3.0,2.0,18.0,-6.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Clifford Robinson,2000-12-19,Phoenix Suns,Detroit Pistons,1,32.39,9.0,15.0,0.6,2.0,3.0,0.667,1.0,2.0,0.5,2.0,3.0,5.0,2.0,0.0,0.0,2.0,4.0,21.0,-11.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Shawn Marion,2000-12-19,Phoenix Suns,Detroit Pistons,1,25.54,1.0,10.0,0.1,1.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,8.0,1.0,0.0,0.0,1.0,3.0,5.0,-14.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Tony Delk,2000-12-19,Phoenix Suns,Detroit Pistons,1,24.11,4.0,13.0,0.308,0.0,1.0,0.0,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,9.0,-1.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Chris Dudley,2000-12-19,Phoenix Suns,Detroit Pistons,1,17.37,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,2.0,3.0,0.0,-10.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Rodney Rogers,2000-12-19,Phoenix Suns,Detroit Pistons,1,38.23,6.0,16.0,0.375,1.0,3.0,0.33299999999999996,6.0,7.0,0.857,0.0,5.0,5.0,7.0,1.0,2.0,4.0,2.0,19.0,2.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Tom Gugliotta,2000-12-19,Phoenix Suns,Detroit Pistons,1,15.21,2.0,7.0,0.28600000000000003,0.0,0.0,,1.0,2.0,0.5,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,5.0,6.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Corie Blount,2000-12-19,Phoenix Suns,Detroit Pistons,1,14.33,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,4.0,3.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,10.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Paul McPherson,2000-12-19,Phoenix Suns,Detroit Pistons,1,11.49,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,-5.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Rubén Garcés,2000-12-19,Phoenix Suns,Detroit Pistons,1,10.4,0.0,0.0,,0.0,0.0,,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,6.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Daniel Santiago,2000-12-19,Phoenix Suns,Detroit Pistons,1,6.25,0.0,2.0,0.0,0.0,0.0,,4.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,-2.0,https://www.basketball-reference.com/boxscores/200012190PHO.html
Jason Kidd,2000-12-19,Phoenix Suns,Detroit Pistons,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190PHO.html
Kevin Garnett,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,43.36,11.0,21.0,0.524,0.0,0.0,,7.0,8.0,0.875,5.0,11.0,16.0,2.0,0.0,3.0,6.0,4.0,29.0,-13.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Chauncey Billups,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,34.53,4.0,12.0,0.33299999999999996,1.0,6.0,0.16699999999999998,1.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,3.0,10.0,-24.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Terrell Brandon,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,24.24,3.0,11.0,0.273,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,6.0,-9.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Wally Szczerbiak,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,21.1,2.0,7.0,0.28600000000000003,1.0,1.0,1.0,0.0,0.0,,3.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,5.0,-12.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Dean Garrett,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,15.19,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,3.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,4.0,-3.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Anthony Peeler,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,28.25,5.0,10.0,0.5,0.0,2.0,0.0,1.0,2.0,0.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,11.0,-13.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
LaPhonso Ellis,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,26.03,6.0,10.0,0.6,0.0,0.0,,2.0,2.0,1.0,3.0,4.0,7.0,0.0,0.0,1.0,1.0,4.0,14.0,-9.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
William Avery,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,19.26,6.0,11.0,0.545,2.0,4.0,0.5,2.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,4.0,4.0,16.0,-5.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Sam Jacobson,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,15.59,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Sam Mitchell,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,4.25,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Reggie Slater,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,4.24,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-8.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Rasho Nesterović,2000-12-19,Minnesota Timberwolves,Golden State Warriors,0,1.56,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-3.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Antawn Jamison,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,45.16,11.0,17.0,0.647,0.0,2.0,0.0,4.0,6.0,0.667,4.0,3.0,7.0,0.0,2.0,1.0,0.0,2.0,26.0,26.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Marc Jackson,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,42.45,11.0,17.0,0.647,1.0,2.0,0.5,8.0,11.0,0.727,4.0,6.0,10.0,2.0,3.0,5.0,3.0,3.0,31.0,10.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Larry Hughes,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,39.13,6.0,17.0,0.353,0.0,1.0,0.0,4.0,6.0,0.667,1.0,3.0,4.0,7.0,5.0,1.0,3.0,2.0,16.0,17.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Mookie Blaylock,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,38.31,8.0,9.0,0.889,0.0,1.0,0.0,2.0,2.0,1.0,3.0,6.0,9.0,10.0,3.0,0.0,2.0,2.0,18.0,36.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Chris Porter,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,29.15,4.0,12.0,0.33299999999999996,0.0,0.0,,6.0,6.0,1.0,3.0,7.0,10.0,3.0,0.0,0.0,1.0,2.0,14.0,13.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Vonteego Cummings,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,29.15,3.0,6.0,0.5,2.0,3.0,0.667,4.0,5.0,0.8,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,12.0,16.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Bob Sura,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,9.29,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,-15.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Adam Keefe,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,6.17,1.0,5.0,0.2,0.0,0.0,,1.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,https://www.basketball-reference.com/boxscores/200012190GSW.html
Adonal Foyle,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190GSW.html
Vinny Del Negro,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190GSW.html
Erick Dampier,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190GSW.html
Bill Curley,2000-12-19,Golden State Warriors,Minnesota Timberwolves,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200012190GSW.html
Rod Strickland,2000-12-19,Washington Wizards,Sacramento Kings,0,31.32,5.0,13.0,0.385,0.0,0.0,,3.0,5.0,0.6,1.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,13.0,-18.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Juwan Howard,2000-12-19,Washington Wizards,Sacramento Kings,0,30.49,4.0,12.0,0.33299999999999996,0.0,0.0,,0.0,2.0,0.0,3.0,3.0,6.0,4.0,1.0,1.0,4.0,3.0,8.0,-16.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Tyrone Nesby,2000-12-19,Washington Wizards,Sacramento Kings,0,23.43,5.0,10.0,0.5,1.0,1.0,1.0,1.0,3.0,0.33299999999999996,1.0,6.0,7.0,1.0,3.0,1.0,2.0,2.0,12.0,-14.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Felipe López,2000-12-19,Washington Wizards,Sacramento Kings,0,20.2,4.0,7.0,0.5710000000000001,0.0,0.0,,0.0,0.0,,2.0,7.0,9.0,2.0,1.0,0.0,0.0,1.0,8.0,-3.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Jahidi White,2000-12-19,Washington Wizards,Sacramento Kings,0,15.18,0.0,3.0,0.0,0.0,0.0,,1.0,4.0,0.25,3.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,-3.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Richard Hamilton,2000-12-19,Washington Wizards,Sacramento Kings,0,24.56,4.0,11.0,0.364,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,9.0,-27.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Calvin Booth,2000-12-19,Washington Wizards,Sacramento Kings,0,22.3,2.0,6.0,0.33299999999999996,0.0,0.0,,0.0,1.0,0.0,3.0,5.0,8.0,0.0,0.0,2.0,1.0,3.0,4.0,-27.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Gerard King,2000-12-19,Washington Wizards,Sacramento Kings,0,22.0,2.0,8.0,0.25,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,-24.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Chris Whitney,2000-12-19,Washington Wizards,Sacramento Kings,0,16.28,0.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,-16.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Michael Smith,2000-12-19,Washington Wizards,Sacramento Kings,0,16.2,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,0.0,,4.0,9.0,13.0,0.0,0.0,0.0,3.0,0.0,2.0,-16.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
Obinna Ekezie,2000-12-19,Washington Wizards,Sacramento Kings,0,8.59,1.0,4.0,0.25,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,-2.0,https://www.basketball-reference.com/boxscores/200012190SAC.html
