Player,Date,Team,Against,Home,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameLink
Etan Thomas,2010-12-01,Atlanta Hawks,Memphis Grizzlies,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010ATL.html
Jordan Crawford,2010-12-01,Atlanta Hawks,Memphis Grizzlies,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010ATL.html
Thabo Sefolosha,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,55.25,2.0,6.0,0.33299999999999996,0.0,2.0,0.0,1.0,2.0,0.5,1.0,7.0,8.0,1.0,3.0,0.0,2.0,4.0,5.0,8.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Jeff Green,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,53.37,12.0,21.0,0.5710000000000001,4.0,5.0,0.8,9.0,9.0,1.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,3.0,37.0,0.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Russell Westbrook,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,47.41,14.0,32.0,0.43799999999999994,0.0,1.0,0.0,10.0,14.0,0.7140000000000001,5.0,10.0,15.0,9.0,3.0,0.0,5.0,4.0,38.0,0.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Nenad Krstić,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,32.02,3.0,10.0,0.3,0.0,0.0,,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,7.0,6.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Serge Ibaka,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,29.59,5.0,11.0,0.455,0.0,0.0,,1.0,2.0,0.5,2.0,4.0,6.0,0.0,1.0,4.0,1.0,6.0,11.0,-10.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
James Harden,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,42.25,4.0,11.0,0.364,1.0,2.0,0.5,7.0,9.0,0.778,1.0,6.0,7.0,3.0,2.0,0.0,2.0,5.0,16.0,3.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Nick Collison,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,24.27,1.0,3.0,0.33299999999999996,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Eric Maynor,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,17.54,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
D.J. White,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,8.25,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Byron Mullens,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,2.4,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Royal Ivey,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,0.26,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,https://www.basketball-reference.com/boxscores/201012010NJN.html
Morris Peterson,2010-12-01,New Jersey Nets,Oklahoma City Thunder,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010NJN.html
Kirk Hinrich,2010-12-01,Washington Wizards,Toronto Raptors,0,34.29,7.0,12.0,0.583,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,5.0,1.0,0.0,2.0,1.0,15.0,-15.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Andray Blatche,2010-12-01,Washington Wizards,Toronto Raptors,0,32.31,7.0,16.0,0.43799999999999994,0.0,1.0,0.0,3.0,6.0,0.5,2.0,4.0,6.0,0.0,0.0,1.0,2.0,3.0,17.0,-11.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Gilbert Arenas,2010-12-01,Washington Wizards,Toronto Raptors,0,29.15,1.0,10.0,0.1,0.0,2.0,0.0,5.0,6.0,0.833,0.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,7.0,-6.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
JaVale McGee,2010-12-01,Washington Wizards,Toronto Raptors,0,27.08,8.0,12.0,0.667,0.0,0.0,,5.0,8.0,0.625,4.0,3.0,7.0,1.0,0.0,1.0,0.0,2.0,21.0,-15.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Alonzo Gee,2010-12-01,Washington Wizards,Toronto Raptors,0,13.56,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,4.0,-8.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
John Wall,2010-12-01,Washington Wizards,Toronto Raptors,0,31.51,5.0,11.0,0.455,1.0,3.0,0.33299999999999996,8.0,9.0,0.889,0.0,1.0,1.0,8.0,2.0,0.0,2.0,3.0,19.0,-11.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Trevor Booker,2010-12-01,Washington Wizards,Toronto Raptors,0,23.21,2.0,4.0,0.5,0.0,0.0,,1.0,3.0,0.33299999999999996,2.0,2.0,4.0,0.0,2.0,2.0,1.0,4.0,5.0,-10.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Al Thornton,2010-12-01,Washington Wizards,Toronto Raptors,0,15.41,1.0,5.0,0.2,0.0,0.0,,1.0,1.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,-10.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Kevin Séraphin,2010-12-01,Washington Wizards,Toronto Raptors,0,13.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,-2.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Nick Young,2010-12-01,Washington Wizards,Toronto Raptors,0,11.51,2.0,6.0,0.33299999999999996,0.0,0.0,,5.0,6.0,0.833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,-11.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Cartier Martin,2010-12-01,Washington Wizards,Toronto Raptors,0,6.57,2.0,3.0,0.667,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Hilton Armstrong,2010-12-01,Washington Wizards,Toronto Raptors,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010TOR.html
DeMar DeRozan,2010-12-01,Toronto Raptors,Washington Wizards,1,28.11,7.0,11.0,0.636,1.0,1.0,1.0,5.0,7.0,0.7140000000000001,1.0,5.0,6.0,3.0,0.0,0.0,1.0,2.0,20.0,13.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Sonny Weems,2010-12-01,Toronto Raptors,Washington Wizards,1,27.57,7.0,12.0,0.583,0.0,0.0,,4.0,6.0,0.667,0.0,5.0,5.0,3.0,0.0,0.0,2.0,2.0,18.0,10.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Andrea Bargnani,2010-12-01,Toronto Raptors,Washington Wizards,1,26.03,8.0,13.0,0.615,0.0,2.0,0.0,2.0,2.0,1.0,2.0,6.0,8.0,3.0,0.0,1.0,3.0,5.0,18.0,12.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
José Calderón,2010-12-01,Toronto Raptors,Washington Wizards,1,25.09,5.0,7.0,0.7140000000000001,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,3.0,8.0,2.0,0.0,1.0,3.0,11.0,10.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Amir Johnson,2010-12-01,Toronto Raptors,Washington Wizards,1,21.26,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,2.0,0.0,4.0,4.0,16.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Ed Davis,2010-12-01,Toronto Raptors,Washington Wizards,1,24.12,5.0,7.0,0.7140000000000001,0.0,0.0,,1.0,2.0,0.5,4.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,11.0,6.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Jerryd Bayless,2010-12-01,Toronto Raptors,Washington Wizards,1,24.08,6.0,9.0,0.667,2.0,3.0,0.667,2.0,4.0,0.5,1.0,5.0,6.0,5.0,0.0,0.0,2.0,3.0,16.0,8.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Leandro Barbosa,2010-12-01,Toronto Raptors,Washington Wizards,1,20.46,7.0,13.0,0.5379999999999999,2.0,2.0,1.0,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,16.0,18.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Joey Dorsey,2010-12-01,Toronto Raptors,Washington Wizards,1,18.29,1.0,3.0,0.33299999999999996,0.0,0.0,,3.0,4.0,0.75,5.0,3.0,8.0,0.0,3.0,1.0,0.0,1.0,5.0,3.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Linas Kleiza,2010-12-01,Toronto Raptors,Washington Wizards,1,18.1,3.0,8.0,0.375,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,8.0,7.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Julian Wright,2010-12-01,Toronto Raptors,Washington Wizards,1,5.29,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-8.0,https://www.basketball-reference.com/boxscores/201012010TOR.html
Peja Stojaković,2010-12-01,Toronto Raptors,Washington Wizards,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010TOR.html
LaMarcus Aldridge,2010-12-01,Portland Trail Blazers,Boston Celtics,0,45.16,6.0,14.0,0.429,0.0,1.0,0.0,6.0,8.0,0.75,2.0,4.0,6.0,2.0,1.0,0.0,1.0,3.0,18.0,-6.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Wesley Matthews,2010-12-01,Portland Trail Blazers,Boston Celtics,0,37.55,8.0,13.0,0.615,5.0,7.0,0.7140000000000001,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,23.0,-4.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Andre Miller,2010-12-01,Portland Trail Blazers,Boston Celtics,0,37.27,9.0,17.0,0.529,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,0.0,1.0,2.0,20.0,-1.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Brandon Roy,2010-12-01,Portland Trail Blazers,Boston Celtics,0,37.06,5.0,10.0,0.5,0.0,2.0,0.0,8.0,9.0,0.889,0.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,18.0,4.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Marcus Camby,2010-12-01,Portland Trail Blazers,Boston Celtics,0,21.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,2.0,7.0,9.0,3.0,0.0,4.0,0.0,1.0,0.0,11.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Rudy Fernández,2010-12-01,Portland Trail Blazers,Boston Celtics,0,16.39,2.0,6.0,0.33299999999999996,2.0,4.0,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,7.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Nicolas Batum,2010-12-01,Portland Trail Blazers,Boston Celtics,0,15.27,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,-9.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Dante Cunningham,2010-12-01,Portland Trail Blazers,Boston Celtics,0,13.04,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,-8.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Patty Mills,2010-12-01,Portland Trail Blazers,Boston Celtics,0,8.1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Sean Marks,2010-12-01,Portland Trail Blazers,Boston Celtics,0,7.58,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,-12.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Armon Johnson,2010-12-01,Portland Trail Blazers,Boston Celtics,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010BOS.html
Luke Babbitt,2010-12-01,Portland Trail Blazers,Boston Celtics,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010BOS.html
Rajon Rondo,2010-12-01,Boston Celtics,Portland Trail Blazers,1,44.3,4.0,7.0,0.5710000000000001,1.0,2.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,10.0,0.0,0.0,3.0,1.0,10.0,7.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Ray Allen,2010-12-01,Boston Celtics,Portland Trail Blazers,1,37.3,3.0,12.0,0.25,1.0,6.0,0.16699999999999998,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,9.0,-10.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Paul Pierce,2010-12-01,Boston Celtics,Portland Trail Blazers,1,37.06,9.0,11.0,0.818,4.0,5.0,0.8,6.0,6.0,1.0,0.0,7.0,7.0,2.0,1.0,1.0,4.0,3.0,28.0,5.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Kevin Garnett,2010-12-01,Boston Celtics,Portland Trail Blazers,1,35.06,6.0,11.0,0.545,0.0,0.0,,5.0,6.0,0.833,0.0,8.0,8.0,3.0,0.0,1.0,3.0,3.0,17.0,3.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Shaquille O'Neal,2010-12-01,Boston Celtics,Portland Trail Blazers,1,26.24,5.0,7.0,0.7140000000000001,0.0,0.0,,4.0,6.0,0.667,2.0,2.0,4.0,1.0,0.0,1.0,4.0,3.0,14.0,1.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Glen Davis,2010-12-01,Boston Celtics,Portland Trail Blazers,1,28.32,7.0,9.0,0.778,0.0,0.0,,2.0,2.0,1.0,1.0,6.0,7.0,1.0,0.0,0.0,1.0,1.0,16.0,5.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Marquis Daniels,2010-12-01,Boston Celtics,Portland Trail Blazers,1,22.07,1.0,4.0,0.25,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,11.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Semih Erden,2010-12-01,Boston Celtics,Portland Trail Blazers,1,5.09,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Nate Robinson,2010-12-01,Boston Celtics,Portland Trail Blazers,1,3.33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,-3.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Von Wafer,2010-12-01,Boston Celtics,Portland Trail Blazers,1,0.03,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/201012010BOS.html
Luke Harangody,2010-12-01,Boston Celtics,Portland Trail Blazers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010BOS.html
Avery Bradley,2010-12-01,Boston Celtics,Portland Trail Blazers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/201012010BOS.html
Tayshaun Prince,2010-12-01,Detroit Pistons,Miami Heat,0,28.07,4.0,11.0,0.364,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,-15.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Richard Hamilton,2010-12-01,Detroit Pistons,Miami Heat,0,24.0,3.0,11.0,0.273,1.0,5.0,0.2,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,9.0,-21.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Rodney Stuckey,2010-12-01,Detroit Pistons,Miami Heat,0,22.4,1.0,7.0,0.14300000000000002,1.0,1.0,1.0,5.0,6.0,0.833,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,8.0,-13.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Jason Maxiell,2010-12-01,Detroit Pistons,Miami Heat,0,19.29,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,-12.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Ben Wallace,2010-12-01,Detroit Pistons,Miami Heat,0,17.41,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,0.0,1.0,1.0,0.0,2.0,4.0,-17.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Greg Monroe,2010-12-01,Detroit Pistons,Miami Heat,0,30.51,7.0,8.0,0.875,0.0,0.0,,1.0,4.0,0.25,4.0,4.0,8.0,0.0,1.0,0.0,4.0,2.0,15.0,-10.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Will Bynum,2010-12-01,Detroit Pistons,Miami Heat,0,25.2,2.0,7.0,0.28600000000000003,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,5.0,-12.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Ben Gordon,2010-12-01,Detroit Pistons,Miami Heat,0,24.0,2.0,4.0,0.5,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,5.0,-4.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Charlie Villanueva,2010-12-01,Detroit Pistons,Miami Heat,0,21.15,4.0,10.0,0.4,2.0,5.0,0.4,0.0,2.0,0.0,1.0,5.0,6.0,1.0,0.0,1.0,1.0,2.0,10.0,-11.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Austin Daye,2010-12-01,Detroit Pistons,Miami Heat,0,12.52,1.0,7.0,0.14300000000000002,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,-5.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Tracy McGrady,2010-12-01,Detroit Pistons,Miami Heat,0,7.01,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Chris Wilcox,2010-12-01,Detroit Pistons,Miami Heat,0,6.44,1.0,3.0,0.33299999999999996,0.0,0.0,,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
LeBron James,2010-12-01,Miami Heat,Detroit Pistons,1,31.14,8.0,15.0,0.5329999999999999,1.0,1.0,1.0,1.0,2.0,0.5,2.0,4.0,6.0,3.0,1.0,0.0,4.0,0.0,18.0,17.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Chris Bosh,2010-12-01,Miami Heat,Detroit Pistons,1,29.02,6.0,11.0,0.545,0.0,0.0,,4.0,8.0,0.5,1.0,6.0,7.0,4.0,1.0,0.0,0.0,3.0,16.0,23.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Carlos Arroyo,2010-12-01,Miami Heat,Detroit Pistons,1,26.58,2.0,7.0,0.28600000000000003,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,5.0,5.0,1.0,0.0,2.0,2.0,4.0,9.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Dwyane Wade,2010-12-01,Miami Heat,Detroit Pistons,1,18.29,7.0,9.0,0.778,0.0,0.0,,2.0,5.0,0.4,0.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0,16.0,19.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
Zydrunas Ilgauskas,2010-12-01,Miami Heat,Detroit Pistons,1,17.09,3.0,5.0,0.6,0.0,0.0,,2.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,8.0,15.0,https://www.basketball-reference.com/boxscores/201012010MIA.html
