Player,Date,Team,Against,Home,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameLink
Sebastian Telfair,2008-12-01,Minnesota Timberwolves,Charlotte Bobcats,0,8.38,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Rodney Carney,2008-12-01,Minnesota Timberwolves,Charlotte Bobcats,0,5.47,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Gerald Wallace,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,41.2,4.0,12.0,0.33299999999999996,1.0,1.0,1.0,6.0,7.0,0.857,0.0,9.0,9.0,3.0,1.0,1.0,0.0,1.0,15.0,8.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Emeka Okafor,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,37.58,9.0,14.0,0.643,0.0,0.0,,6.0,6.0,1.0,3.0,7.0,10.0,0.0,0.0,5.0,1.0,3.0,24.0,-1.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Jason Richardson,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,37.53,11.0,18.0,0.611,3.0,4.0,0.75,0.0,3.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,25.0,15.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Raymond Felton,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,37.32,5.0,12.0,0.41700000000000004,0.0,2.0,0.0,4.0,5.0,0.8,1.0,2.0,3.0,14.0,2.0,2.0,1.0,1.0,14.0,10.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Sean May,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,13.53,2.0,5.0,0.4,0.0,0.0,,1.0,2.0,0.5,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
D.J. Augustin,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,20.55,3.0,7.0,0.429,2.0,4.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,6.0,9.0,-1.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Adam Morrison,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,18.25,1.0,5.0,0.2,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Jared Dudley,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,16.52,1.0,5.0,0.2,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Nazr Mohammed,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,7.55,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,11.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Dwayne Jones,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,7.18,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,https://www.basketball-reference.com/boxscores/200812010CHA.html
Matt Carroll,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010CHA.html
Alexis Ajinça,2008-12-01,Charlotte Bobcats,Minnesota Timberwolves,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010CHA.html
Rashard Lewis,2008-12-01,Orlando Magic,Boston Celtics,0,43.11,11.0,23.0,0.478,2.0,8.0,0.25,6.0,8.0,0.75,1.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,30.0,-14.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Dwight Howard,2008-12-01,Orlando Magic,Boston Celtics,0,42.5,5.0,12.0,0.41700000000000004,0.0,0.0,,4.0,6.0,0.667,6.0,9.0,15.0,2.0,0.0,4.0,3.0,1.0,14.0,-17.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Hedo Türkoğlu,2008-12-01,Orlando Magic,Boston Celtics,0,40.58,7.0,16.0,0.43799999999999994,1.0,6.0,0.16699999999999998,4.0,7.0,0.5710000000000001,3.0,4.0,7.0,4.0,1.0,0.0,2.0,5.0,19.0,-26.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
J.J. Redick,2008-12-01,Orlando Magic,Boston Celtics,0,31.24,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,6.0,-14.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Anthony Johnson,2008-12-01,Orlando Magic,Boston Celtics,0,30.01,2.0,11.0,0.182,0.0,3.0,0.0,0.0,0.0,,3.0,0.0,3.0,4.0,2.0,0.0,1.0,4.0,4.0,-18.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Courtney Lee,2008-12-01,Orlando Magic,Boston Celtics,0,26.56,3.0,9.0,0.33299999999999996,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,6.0,-9.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Tony Battie,2008-12-01,Orlando Magic,Boston Celtics,0,24.4,4.0,5.0,0.8,0.0,0.0,,1.0,4.0,0.25,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Brian Cook,2008-12-01,Orlando Magic,Boston Celtics,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010BOS.html
Jeremy Richardson,2008-12-01,Orlando Magic,Boston Celtics,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010BOS.html
Jameer Nelson,2008-12-01,Orlando Magic,Boston Celtics,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010BOS.html
Marcin Gortat,2008-12-01,Orlando Magic,Boston Celtics,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010BOS.html
Adonal Foyle,2008-12-01,Orlando Magic,Boston Celtics,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010BOS.html
Ray Allen,2008-12-01,Boston Celtics,Orlando Magic,1,40.21,8.0,13.0,0.615,3.0,6.0,0.5,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,21.0,25.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Kevin Garnett,2008-12-01,Boston Celtics,Orlando Magic,1,34.42,7.0,11.0,0.636,0.0,0.0,,1.0,2.0,0.5,1.0,8.0,9.0,1.0,1.0,0.0,0.0,1.0,15.0,20.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Rajon Rondo,2008-12-01,Boston Celtics,Orlando Magic,1,33.31,6.0,10.0,0.6,0.0,1.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,12.0,1.0,0.0,3.0,2.0,16.0,20.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Paul Pierce,2008-12-01,Boston Celtics,Orlando Magic,1,33.26,7.0,13.0,0.5379999999999999,1.0,3.0,0.33299999999999996,9.0,10.0,0.9,0.0,7.0,7.0,2.0,1.0,0.0,1.0,4.0,24.0,20.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Kendrick Perkins,2008-12-01,Boston Celtics,Orlando Magic,1,28.5,4.0,7.0,0.5710000000000001,0.0,0.0,,0.0,0.0,,3.0,10.0,13.0,0.0,1.0,1.0,2.0,5.0,8.0,15.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Glen Davis,2008-12-01,Boston Celtics,Orlando Magic,1,20.32,1.0,5.0,0.2,0.0,0.0,,2.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Tony Allen,2008-12-01,Boston Celtics,Orlando Magic,1,19.24,2.0,7.0,0.28600000000000003,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,6.0,1.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Eddie House,2008-12-01,Boston Celtics,Orlando Magic,1,14.32,4.0,5.0,0.8,2.0,3.0,0.667,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,11.0,-1.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Leon Powe,2008-12-01,Boston Celtics,Orlando Magic,1,11.53,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Brian Scalabrine,2008-12-01,Boston Celtics,Orlando Magic,1,2.49,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,https://www.basketball-reference.com/boxscores/200812010BOS.html
Patrick O'Bryant,2008-12-01,Boston Celtics,Orlando Magic,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010BOS.html
Sam Cassell,2008-12-01,Boston Celtics,Orlando Magic,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010BOS.html
Dwyane Wade,2008-12-01,Golden State Warriors,Miami Heat,1,43.17,12.0,28.0,0.429,1.0,6.0,0.16699999999999998,12.0,13.0,0.9229999999999999,1.0,4.0,5.0,13.0,0.0,3.0,7.0,4.0,37.0,6.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Udonis Haslem,2008-12-01,Golden State Warriors,Miami Heat,1,41.41,8.0,11.0,0.727,0.0,0.0,,5.0,5.0,1.0,6.0,7.0,13.0,2.0,0.0,2.0,1.0,3.0,21.0,5.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Shawn Marion,2008-12-01,Golden State Warriors,Miami Heat,1,41.39,9.0,16.0,0.563,1.0,4.0,0.25,2.0,2.0,1.0,7.0,8.0,15.0,2.0,3.0,1.0,1.0,6.0,21.0,7.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Joel Anthony,2008-12-01,Golden State Warriors,Miami Heat,1,23.43,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,-7.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Mario Chalmers,2008-12-01,Golden State Warriors,Miami Heat,1,23.3,4.0,8.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,0.0,1.0,6.0,12.0,-4.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Daequan Cook,2008-12-01,Golden State Warriors,Miami Heat,1,32.16,4.0,8.0,0.5,3.0,4.0,0.75,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,1.0,5.0,11.0,7.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Michael Beasley,2008-12-01,Golden State Warriors,Miami Heat,1,24.27,7.0,15.0,0.467,0.0,0.0,,5.0,6.0,0.833,2.0,4.0,6.0,0.0,1.0,1.0,2.0,5.0,19.0,-3.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Chris Quinn,2008-12-01,Golden State Warriors,Miami Heat,1,18.56,3.0,6.0,0.5,1.0,4.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,8.0,11.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Yakhouba Diawara,2008-12-01,Golden State Warriors,Miami Heat,1,10.25,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,-13.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Marcus Banks,2008-12-01,Golden State Warriors,Miami Heat,1,5.07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-4.0,https://www.basketball-reference.com/boxscores/200812010GSW.html
Shaun Livingston,2008-12-01,Golden State Warriors,Miami Heat,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010GSW.html
Mark Blount,2008-12-01,Golden State Warriors,Miami Heat,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812010GSW.html
Kobe Bryant,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,37.13,10.0,21.0,0.47600000000000003,0.0,5.0,0.0,8.0,10.0,0.8,2.0,5.0,7.0,2.0,1.0,0.0,1.0,2.0,28.0,-3.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Pau Gasol,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,36.06,7.0,12.0,0.583,0.0,0.0,,6.0,10.0,0.6,4.0,5.0,9.0,3.0,1.0,1.0,2.0,1.0,20.0,-6.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Derek Fisher,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,34.34,2.0,5.0,0.4,1.0,2.0,0.5,5.0,6.0,0.833,1.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,10.0,-7.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Andrew Bynum,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,32.0,6.0,9.0,0.667,0.0,0.0,,5.0,8.0,0.625,0.0,9.0,9.0,1.0,0.0,0.0,2.0,2.0,17.0,-6.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Vladimir Radmanović,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,23.11,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,4.0,5.0,10.0,-1.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Lamar Odom,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,27.54,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,4.0,6.0,0.667,0.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,6.0,10.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Trevor Ariza,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,24.49,4.0,8.0,0.5,0.0,1.0,0.0,5.0,5.0,1.0,1.0,4.0,5.0,0.0,3.0,1.0,4.0,2.0,13.0,0.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Jordan Farmar,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,13.26,2.0,6.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,6.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Sasha Vujačić,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,10.47,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,2.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Luke Walton,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812020IND.html
Josh Powell,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812020IND.html
Chris Mihm,2008-12-02,Los Angeles Lakers,Indiana Pacers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812020IND.html
Danny Granger,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,41.37,10.0,27.0,0.37,4.0,10.0,0.4,8.0,8.0,1.0,0.0,4.0,4.0,5.0,1.0,0.0,3.0,4.0,32.0,1.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Troy Murphy,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,37.45,7.0,12.0,0.583,2.0,4.0,0.5,0.0,0.0,,6.0,11.0,17.0,3.0,2.0,0.0,2.0,4.0,16.0,12.0,https://www.basketball-reference.com/boxscores/200812020IND.html
T.J. Ford,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,34.21,9.0,16.0,0.563,1.0,2.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,8.0,3.0,0.0,1.0,4.0,21.0,21.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Marquis Daniels,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,30.53,4.0,15.0,0.267,0.0,2.0,0.0,8.0,9.0,0.889,3.0,2.0,5.0,3.0,1.0,0.0,0.0,3.0,16.0,12.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Rasho Nesterović,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,28.57,8.0,13.0,0.615,0.0,0.0,,0.0,0.0,,6.0,4.0,10.0,4.0,1.0,0.0,0.0,4.0,16.0,2.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Jarrett Jack,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,17.35,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,4.0,-18.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Brandon Rush,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,15.43,3.0,5.0,0.6,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,-16.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Roy Hibbert,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,12.38,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Josh McRoberts,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,10.38,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,1.0,2.0,4.0,2.0,-1.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Stephen Graham,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,9.53,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,-11.0,https://www.basketball-reference.com/boxscores/200812020IND.html
Travis Diener,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812020IND.html
Maceo Baston,2008-12-02,Indiana Pacers,Los Angeles Lakers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812020IND.html
Caron Butler,2008-12-02,Washington Wizards,New Jersey Nets,0,37.31,9.0,16.0,0.563,2.0,6.0,0.33299999999999996,2.0,2.0,1.0,0.0,5.0,5.0,10.0,0.0,0.0,2.0,0.0,22.0,13.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Antawn Jamison,2008-12-02,Washington Wizards,New Jersey Nets,0,31.12,10.0,19.0,0.526,2.0,5.0,0.4,0.0,0.0,,3.0,5.0,8.0,1.0,2.0,0.0,0.0,2.0,22.0,25.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
DeShawn Stevenson,2008-12-02,Washington Wizards,New Jersey Nets,0,27.58,7.0,13.0,0.5379999999999999,5.0,8.0,0.625,2.0,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,21.0,22.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Dee Brown,2008-12-02,Washington Wizards,New Jersey Nets,0,24.53,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,0.0,3.0,3.0,7.0,2.0,0.0,0.0,3.0,8.0,23.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
JaVale McGee,2008-12-02,Washington Wizards,New Jersey Nets,0,24.18,4.0,9.0,0.444,0.0,0.0,,0.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,3.0,0.0,4.0,8.0,8.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Darius Songaila,2008-12-02,Washington Wizards,New Jersey Nets,0,26.32,2.0,6.0,0.33299999999999996,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Antonio Daniels,2008-12-02,Washington Wizards,New Jersey Nets,0,20.26,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,6.0,0.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Nick Young,2008-12-02,Washington Wizards,New Jersey Nets,0,20.02,5.0,8.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,12.0,-2.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Andray Blatche,2008-12-02,Washington Wizards,New Jersey Nets,0,14.17,1.0,5.0,0.2,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,5.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Dominic McGuire,2008-12-02,Washington Wizards,New Jersey Nets,0,12.51,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Etan Thomas,2008-12-02,Washington Wizards,New Jersey Nets,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812020NJN.html
Juan Dixon,2008-12-02,Washington Wizards,New Jersey Nets,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200812020NJN.html
Brook Lopez,2008-12-02,New Jersey Nets,Washington Wizards,1,35.06,3.0,9.0,0.33299999999999996,0.0,0.0,,4.0,4.0,1.0,3.0,6.0,9.0,1.0,0.0,3.0,2.0,1.0,10.0,-6.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Devin Harris,2008-12-02,New Jersey Nets,Washington Wizards,1,33.29,7.0,14.0,0.5,1.0,2.0,0.5,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,18.0,-21.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Vince Carter,2008-12-02,New Jersey Nets,Washington Wizards,1,31.05,6.0,17.0,0.353,1.0,5.0,0.2,3.0,5.0,0.6,4.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,16.0,-17.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Yi Jianlian,2008-12-02,New Jersey Nets,Washington Wizards,1,22.4,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,2.0,1.0,0.0,2.0,3.0,4.0,-7.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Bobby Simmons,2008-12-02,New Jersey Nets,Washington Wizards,1,15.0,2.0,7.0,0.28600000000000003,1.0,2.0,0.5,0.0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,5.0,-16.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Jarvis Hayes,2008-12-02,New Jersey Nets,Washington Wizards,1,26.31,3.0,9.0,0.33299999999999996,3.0,7.0,0.429,0.0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,9.0,-9.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Keyon Dooling,2008-12-02,New Jersey Nets,Washington Wizards,1,23.45,5.0,8.0,0.625,1.0,3.0,0.33299999999999996,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,14.0,-9.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
Ryan Anderson,2008-12-02,New Jersey Nets,Washington Wizards,1,20.2,2.0,5.0,0.4,0.0,0.0,,1.0,2.0,0.5,0.0,4.0,4.0,1.0,0.0,0.0,2.0,3.0,5.0,-3.0,https://www.basketball-reference.com/boxscores/200812020NJN.html
