Player,Date,Team,Against,Home,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameLink
Anthony Tolliver,2009-01-02,San Antonio Spurs,Memphis Grizzlies,0,15.18,1.0,4.0,0.25,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,3.0,-1.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
George Hill,2009-01-02,San Antonio Spurs,Memphis Grizzlies,0,14.33,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,2.0,4.0,1.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Kurt Thomas,2009-01-02,San Antonio Spurs,Memphis Grizzlies,0,14.11,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Ime Udoka,2009-01-02,San Antonio Spurs,Memphis Grizzlies,0,2.39,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Fabricio Oberto,2009-01-02,San Antonio Spurs,Memphis Grizzlies,0,2.17,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
O.J. Mayo,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,36.07,6.0,14.0,0.429,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,12.0,-3.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Rudy Gay,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,36.01,4.0,13.0,0.308,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,6.0,2.0,9.0,-21.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Marc Gasol,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,32.36,6.0,13.0,0.462,0.0,0.0,,3.0,7.0,0.429,5.0,6.0,11.0,1.0,2.0,1.0,2.0,3.0,15.0,-1.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Kyle Lowry,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,30.42,1.0,7.0,0.14300000000000002,0.0,3.0,0.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,0.0,2.0,2.0,5.0,-9.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Quinton Ross,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,25.42,3.0,6.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Hakim Warrick,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,34.14,7.0,16.0,0.43799999999999994,1.0,3.0,0.33299999999999996,1.0,1.0,1.0,3.0,3.0,6.0,1.0,0.0,2.0,2.0,0.0,16.0,-3.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Mike Conley,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,17.18,1.0,2.0,0.5,0.0,0.0,,7.0,8.0,0.875,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,9.0,-2.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Darrell Arthur,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,15.24,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,0.0,3.0,6.0,-10.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Greg Buckner,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,11.56,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,https://www.basketball-reference.com/boxscores/200901020MEM.html
Marko Jarić,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020MEM.html
Hamed Haddadi,2009-01-02,Memphis Grizzlies,San Antonio Spurs,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020MEM.html
Stephen Jackson,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,37.2,7.0,14.0,0.5,2.0,3.0,0.667,9.0,11.0,0.818,0.0,3.0,3.0,7.0,1.0,1.0,6.0,3.0,25.0,-14.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Andris Biedriņš,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,33.29,8.0,12.0,0.667,0.0,0.0,,2.0,6.0,0.33299999999999996,5.0,8.0,13.0,1.0,0.0,2.0,0.0,4.0,18.0,-12.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Jamal Crawford,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,32.14,3.0,12.0,0.25,1.0,6.0,0.16699999999999998,4.0,4.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,11.0,-16.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Marco Belinelli,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,29.03,3.0,8.0,0.375,1.0,2.0,0.5,3.0,4.0,0.75,0.0,2.0,2.0,6.0,3.0,0.0,3.0,2.0,10.0,3.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Rob Kurz,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,15.57,4.0,7.0,0.5710000000000001,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,9.0,-6.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
C.J. Watson,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,31.2,3.0,8.0,0.375,1.0,3.0,0.33299999999999996,4.0,4.0,1.0,2.0,4.0,6.0,2.0,3.0,0.0,1.0,3.0,11.0,3.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Ronny Turiaf,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,22.16,4.0,6.0,0.667,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,3.0,2.0,3.0,8.0,8.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Anthony Morrow,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,21.52,6.0,11.0,0.545,2.0,4.0,0.5,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,14.0,4.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Kelenna Azubuike,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,16.29,0.0,2.0,0.0,0.0,0.0,,2.0,4.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-5.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Marcus Williams,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020MIN.html
Anthony Randolph,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020MIN.html
DeMarcus Nelson,2009-01-02,Golden State Warriors,Minnesota Timberwolves,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020MIN.html
Al Jefferson,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,40.01,11.0,22.0,0.5,0.0,0.0,,10.0,10.0,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,2.0,32.0,14.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Ryan Gomes,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,32.32,9.0,16.0,0.563,2.0,3.0,0.667,1.0,2.0,0.5,4.0,6.0,10.0,1.0,1.0,0.0,2.0,4.0,21.0,3.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Randy Foye,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,30.32,6.0,12.0,0.5,1.0,2.0,0.5,4.0,5.0,0.8,2.0,1.0,3.0,7.0,4.0,1.0,3.0,2.0,17.0,12.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Kevin Ollie,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,16.52,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,3.0,2.0,3.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Craig Smith,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,8.5,1.0,6.0,0.16699999999999998,0.0,0.0,,1.0,2.0,0.5,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Kevin Love,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,25.3,6.0,9.0,0.667,0.0,0.0,,7.0,8.0,0.875,3.0,5.0,8.0,1.0,0.0,0.0,2.0,3.0,19.0,8.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Sebastian Telfair,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,25.18,2.0,11.0,0.182,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,1.0,2.0,4.0,5.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Mike Miller,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,23.3,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,5.0,8.0,0.625,1.0,4.0,5.0,1.0,1.0,0.0,0.0,2.0,7.0,4.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Rodney Carney,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,19.13,3.0,7.0,0.429,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,6.0,-7.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Brian Cardinal,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,11.07,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,-5.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Rashad McCants,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,6.35,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0,https://www.basketball-reference.com/boxscores/200901020MIN.html
Jason Collins,2009-01-02,Minnesota Timberwolves,Golden State Warriors,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020MIN.html
Nenê Hilário,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,40.17,10.0,11.0,0.909,0.0,0.0,,7.0,8.0,0.875,5.0,9.0,14.0,4.0,0.0,0.0,2.0,5.0,27.0,5.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Chauncey Billups,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,38.41,7.0,16.0,0.43799999999999994,4.0,8.0,0.5,6.0,7.0,0.857,0.0,3.0,3.0,7.0,1.0,0.0,1.0,0.0,24.0,7.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Carmelo Anthony,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,37.43,10.0,20.0,0.5,2.0,3.0,0.667,9.0,13.0,0.6920000000000001,3.0,6.0,9.0,2.0,1.0,1.0,2.0,5.0,31.0,14.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Kenyon Martin,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,32.58,6.0,11.0,0.545,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,13.0,14.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Dahntay Jones,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,21.37,2.0,5.0,0.4,0.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
J.R. Smith,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,20.24,2.0,6.0,0.33299999999999996,2.0,5.0,0.4,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,-3.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Linas Kleiza,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,16.54,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,-17.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Chris Andersen,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,16.08,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,-10.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Anthony Carter,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,15.18,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,3.0,-1.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Renaldo Balkman,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020OKC.html
Chucky Atkins,2009-01-02,Denver Nuggets,Oklahoma City Thunder,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020OKC.html
Jeff Green,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,40.38,8.0,13.0,0.615,2.0,3.0,0.667,0.0,0.0,,0.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,18.0,-3.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Kevin Durant,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,38.53,10.0,21.0,0.47600000000000003,4.0,5.0,0.8,9.0,9.0,1.0,1.0,8.0,9.0,5.0,1.0,1.0,2.0,5.0,33.0,-14.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Russell Westbrook,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,29.26,5.0,7.0,0.7140000000000001,0.0,1.0,0.0,4.0,7.0,0.5710000000000001,2.0,0.0,2.0,5.0,0.0,0.0,1.0,2.0,14.0,-16.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Desmond Mason,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,26.29,5.0,7.0,0.7140000000000001,0.0,0.0,,1.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,1.0,11.0,-6.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Robert Swift,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,23.43,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,3.0,-4.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Earl Watson,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,31.35,6.0,9.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,7.0,2.0,0.0,3.0,3.0,15.0,13.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Chris Wilcox,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,20.53,4.0,8.0,0.5,0.0,0.0,,0.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,3.0,5.0,8.0,-5.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Damien Wilkins,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,20.36,5.0,7.0,0.7140000000000001,1.0,2.0,0.5,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,16.0,17.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Johan Petro,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,7.47,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,https://www.basketball-reference.com/boxscores/200901020OKC.html
Kyle Weaver,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020OKC.html
Mouhamed Sene,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020OKC.html
Nick Collison,2009-01-02,Oklahoma City Thunder,Denver Nuggets,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020OKC.html
Andre Iguodala,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,43.24,9.0,17.0,0.529,2.0,4.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,5.0,2.0,0.0,0.0,1.0,22.0,-8.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Thaddeus Young,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,39.46,4.0,10.0,0.4,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,8.0,-10.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Andre Miller,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,39.06,8.0,17.0,0.47100000000000003,1.0,4.0,0.25,0.0,0.0,,3.0,8.0,11.0,4.0,1.0,0.0,8.0,5.0,17.0,-14.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Willie Green,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,24.36,4.0,12.0,0.33299999999999996,1.0,2.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,11.0,-2.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Samuel Dalembert,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,21.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,3.0,6.0,9.0,0.0,0.0,3.0,1.0,2.0,0.0,-4.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Lou Williams,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,30.14,6.0,15.0,0.4,0.0,2.0,0.0,5.0,6.0,0.833,0.0,2.0,2.0,3.0,1.0,0.0,3.0,3.0,17.0,-8.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Theo Ratliff,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,24.1,2.0,2.0,1.0,0.0,0.0,,2.0,4.0,0.5,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,-6.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Reggie Evans,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,11.54,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Royal Ivey,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,5.51,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Marreese Speights,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020DAL.html
Kareem Rush,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020DAL.html
Donyell Marshall,2009-01-02,Philadelphia 76ers,Dallas Mavericks,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020DAL.html
Dirk Nowitzki,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,39.09,11.0,27.0,0.40700000000000003,2.0,3.0,0.667,7.0,7.0,1.0,1.0,3.0,4.0,5.0,4.0,2.0,0.0,2.0,31.0,15.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Jason Kidd,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,33.26,2.0,6.0,0.33299999999999996,1.0,5.0,0.2,0.0,0.0,,0.0,5.0,5.0,9.0,1.0,0.0,1.0,2.0,5.0,18.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Josh Howard,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,32.39,3.0,13.0,0.231,0.0,1.0,0.0,4.0,6.0,0.667,1.0,6.0,7.0,2.0,0.0,1.0,3.0,4.0,10.0,9.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Erick Dampier,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,28.11,5.0,5.0,1.0,0.0,0.0,,0.0,0.0,,5.0,9.0,14.0,1.0,1.0,0.0,2.0,1.0,10.0,5.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Devean George,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,21.35,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,-5.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Jason Terry,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,35.4,8.0,17.0,0.47100000000000003,3.0,10.0,0.3,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,21.0,13.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
J.J. Barea,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,21.55,3.0,6.0,0.5,2.0,3.0,0.667,0.0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,2.0,2.0,8.0,-6.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Brandon Bass,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,19.48,3.0,4.0,0.75,0.0,0.0,,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,9.0,8.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
DeSagana Diop,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,7.24,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Gerald Green,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,0.13,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/200901020DAL.html
Antoine Wright,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020DAL.html
James Singleton,2009-01-02,Dallas Mavericks,Philadelphia 76ers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/200901020DAL.html
Boris Diaw,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,36.09,7.0,12.0,0.583,1.0,4.0,0.25,1.0,2.0,0.5,1.0,2.0,3.0,6.0,0.0,0.0,0.0,4.0,16.0,-16.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Gerald Wallace,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,34.08,4.0,11.0,0.364,0.0,3.0,0.0,3.0,4.0,0.75,4.0,5.0,9.0,2.0,1.0,0.0,4.0,1.0,11.0,-23.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Emeka Okafor,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,33.15,5.0,10.0,0.5,0.0,0.0,,1.0,1.0,1.0,4.0,8.0,12.0,0.0,1.0,2.0,2.0,1.0,11.0,-18.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Raymond Felton,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,32.59,4.0,11.0,0.364,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,10.0,-12.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Matt Carroll,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,8.18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,-4.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
D.J. Augustin,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,31.17,2.0,11.0,0.182,1.0,7.0,0.14300000000000002,3.0,4.0,0.75,0.0,1.0,1.0,4.0,1.0,0.0,5.0,2.0,8.0,-11.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Shannon Brown,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,15.02,1.0,6.0,0.16699999999999998,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,3.0,1.0,0.0,5.0,3.0,2.0,-20.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Nazr Mohammed,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,14.45,1.0,4.0,0.25,0.0,0.0,,3.0,4.0,0.75,4.0,4.0,8.0,0.0,1.0,1.0,1.0,2.0,5.0,-10.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Alexis Ajinça,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,12.0,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,-9.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Juwan Howard,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,10.2,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,-5.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Sean Singletary,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,8.24,1.0,3.0,0.33299999999999996,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,-9.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Adam Morrison,2009-01-02,Charlotte Bobc,Milwaukee Bucks,0,3.23,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Richard Jefferson,2009-01-02,Milwaukee Bucks,Charlotte Bobc,1,34.03,7.0,17.0,0.41200000000000003,2.0,4.0,0.5,2.0,2.0,1.0,2.0,4.0,6.0,3.0,1.0,0.0,0.0,3.0,18.0,19.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Michael Redd,2009-01-02,Milwaukee Bucks,Charlotte Bobc,1,31.34,10.0,16.0,0.625,3.0,5.0,0.6,8.0,10.0,0.8,2.0,3.0,5.0,0.0,2.0,0.0,1.0,2.0,31.0,21.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
Luke Ridnour,2009-01-02,Milwaukee Bucks,Charlotte Bobc,1,27.24,3.0,7.0,0.429,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0,1.0,7.0,14.0,https://www.basketball-reference.com/boxscores/200901020MIL.html
