Player,Date,Team,Against,Home,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameLink
Kevon Looney,2020-12-22,Golden State Warriors,Brooklyn Nets,0,11.17,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,-10.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Mychal Mulder,2020-12-22,Golden State Warriors,Brooklyn Nets,0,6.36,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Kyrie Irving,2020-12-22,Brooklyn Nets,Golden State Warriors,1,25.18,10.0,16.0,0.625,4.0,7.0,0.5710000000000001,2.0,2.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,3.0,26.0,32.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Kevin Durant,2020-12-22,Brooklyn Nets,Golden State Warriors,1,24.56,7.0,16.0,0.43799999999999994,1.0,2.0,0.5,7.0,7.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,22.0,26.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Joe Harris,2020-12-22,Brooklyn Nets,Golden State Warriors,1,20.46,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,7.0,2.0,0.0,1.0,2.0,2.0,10.0,21.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Spencer Dinwiddie,2020-12-22,Brooklyn Nets,Golden State Warriors,1,19.57,2.0,6.0,0.33299999999999996,1.0,3.0,0.33299999999999996,4.0,4.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,3.0,1.0,9.0,24.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
DeAndre Jordan,2020-12-22,Brooklyn Nets,Golden State Warriors,1,17.03,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,0.0,2.0,9.0,11.0,1.0,1.0,1.0,3.0,2.0,4.0,21.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Caris LeVert,2020-12-22,Brooklyn Nets,Golden State Warriors,1,24.49,6.0,17.0,0.353,3.0,5.0,0.6,5.0,6.0,0.833,1.0,8.0,9.0,5.0,2.0,1.0,2.0,1.0,20.0,18.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Landry Shamet,2020-12-22,Brooklyn Nets,Golden State Warriors,1,19.43,1.0,4.0,0.25,1.0,4.0,0.25,3.0,4.0,0.75,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,12.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Jarrett Allen,2020-12-22,Brooklyn Nets,Golden State Warriors,1,19.37,2.0,3.0,0.667,0.0,0.0,,4.0,5.0,0.8,3.0,4.0,7.0,2.0,1.0,2.0,2.0,0.0,8.0,12.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Jeff Green,2020-12-22,Brooklyn Nets,Golden State Warriors,1,17.17,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,7.0,6.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Taurean Prince,2020-12-22,Brooklyn Nets,Golden State Warriors,1,16.06,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Reggie Perry,2020-12-22,Brooklyn Nets,Golden State Warriors,1,7.46,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,-8.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Bruce Brown,2020-12-22,Brooklyn Nets,Golden State Warriors,1,7.31,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,-7.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Timothé Luwawu-Cabarrot,2020-12-22,Brooklyn Nets,Golden State Warriors,1,6.36,2.0,6.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,-9.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Rodions Kurucs,2020-12-22,Brooklyn Nets,Golden State Warriors,1,6.36,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-9.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Tyler Johnson,2020-12-22,Brooklyn Nets,Golden State Warriors,1,5.59,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-12.0,https://www.basketball-reference.com/boxscores/202012220BRK.html
Paul George,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,35.46,13.0,18.0,0.722,5.0,8.0,0.625,2.0,2.0,1.0,0.0,6.0,6.0,3.0,1.0,0.0,5.0,3.0,33.0,17.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Kawhi Leonard,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,34.01,10.0,26.0,0.385,1.0,8.0,0.125,5.0,5.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,5.0,26.0,1.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Nicolas Batum,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,28.11,1.0,4.0,0.25,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,5.0,6.0,6.0,2.0,0.0,1.0,2.0,3.0,-2.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Patrick Beverley,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,22.07,4.0,9.0,0.444,2.0,5.0,0.4,0.0,0.0,,4.0,2.0,6.0,3.0,0.0,0.0,2.0,4.0,10.0,10.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Serge Ibaka,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,20.33,5.0,7.0,0.7140000000000001,2.0,3.0,0.667,3.0,5.0,0.6,2.0,4.0,6.0,0.0,0.0,1.0,1.0,3.0,15.0,-8.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Ivica Zubac,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,26.31,4.0,5.0,0.8,0.0,0.0,,3.0,4.0,0.75,3.0,3.0,6.0,1.0,1.0,1.0,1.0,4.0,11.0,17.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Lou Williams,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,25.58,4.0,9.0,0.444,2.0,4.0,0.5,1.0,3.0,0.33299999999999996,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,11.0,1.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Luke Kennard,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,21.03,2.0,6.0,0.33299999999999996,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,-3.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Patrick Patterson,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,19.36,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Reggie Jackson,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,3.21,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Terance Mann,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,1.01,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Mfiondu Kabengele,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,0.56,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Amir Coffey,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,0.56,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Daniel Oturu,2020-12-22,Los Angeles Clippers,Los Angeles Lakers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012220LAL.html
Anthony Davis,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,30.53,8.0,15.0,0.5329999999999999,0.0,2.0,0.0,2.0,2.0,1.0,0.0,7.0,7.0,2.0,0.0,0.0,4.0,1.0,18.0,-16.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
LeBron James,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,28.21,7.0,17.0,0.41200000000000003,3.0,8.0,0.375,5.0,7.0,0.7140000000000001,2.0,3.0,5.0,5.0,0.0,0.0,4.0,2.0,22.0,2.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Dennis Schröder,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,27.48,5.0,15.0,0.33299999999999996,2.0,5.0,0.4,2.0,4.0,0.5,1.0,11.0,12.0,8.0,0.0,0.0,1.0,4.0,14.0,-10.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Kentavious Caldwell-Pope,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,23.03,2.0,4.0,0.5,1.0,3.0,0.33299999999999996,4.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,9.0,-9.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Marc Gasol,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,12.02,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,-8.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Montrezl Harrell,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,32.15,6.0,7.0,0.857,0.0,0.0,,5.0,7.0,0.7140000000000001,4.0,6.0,10.0,3.0,0.0,1.0,1.0,1.0,17.0,-3.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Kyle Kuzma,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,26.38,6.0,11.0,0.545,1.0,3.0,0.33299999999999996,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,15.0,1.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Markieff Morris,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,19.0,1.0,3.0,0.33299999999999996,1.0,2.0,0.5,2.0,3.0,0.667,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,14.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Alex Caruso,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,16.4,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Wesley Matthews,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,11.06,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-18.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Talen Horton-Tucker,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,10.51,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,7.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Quinn Cook,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,1.23,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,https://www.basketball-reference.com/boxscores/202012220LAL.html
Jared Dudley,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012220LAL.html
Alfonzo McKinnie,2020-12-22,Los Angeles Lakers,Los Angeles Clippers,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012220LAL.html
Terry Rozier,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,37.31,15.0,23.0,0.652,10.0,16.0,0.625,2.0,4.0,0.5,1.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,42.0,-4.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Devonte' Graham,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,37.07,4.0,13.0,0.308,2.0,9.0,0.222,0.0,0.0,,2.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,10.0,-7.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Gordon Hayward,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,36.13,11.0,18.0,0.611,4.0,8.0,0.5,2.0,2.0,1.0,0.0,4.0,4.0,7.0,1.0,0.0,3.0,4.0,28.0,-2.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
P.J. Washington,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,21.23,1.0,5.0,0.2,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,-17.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Cody Zeller,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,18.57,3.0,6.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,6.0,-10.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Bismack Biyombo,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,24.21,5.0,5.0,1.0,0.0,0.0,,1.0,5.0,0.2,1.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,11.0,0.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Miles Bridges,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,22.05,3.0,10.0,0.3,0.0,5.0,0.0,0.0,0.0,,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,6.0,6.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Cody Martin,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,21.01,2.0,3.0,0.667,0.0,0.0,,1.0,1.0,1.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,5.0,2.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
LaMelo Ball,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,15.48,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,2.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Jalen McDaniels,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,5.34,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,-5.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Malik Monk,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230CLE.html
Vernon Carey,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230CLE.html
Nick Richards,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230CLE.html
Caleb Martin,2020-12-23,Charlotte Hornets,Cleveland Cavaliers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230CLE.html
Collin Sexton,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,37.05,9.0,16.0,0.563,3.0,4.0,0.75,6.0,9.0,0.667,0.0,2.0,2.0,5.0,0.0,0.0,2.0,4.0,27.0,6.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Larry Nance,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,33.34,5.0,9.0,0.556,1.0,1.0,1.0,2.0,2.0,1.0,5.0,8.0,13.0,8.0,3.0,2.0,2.0,4.0,13.0,3.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Isaac Okoro,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,33.32,4.0,5.0,0.8,1.0,2.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,11.0,7.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Darius Garland,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,32.33,7.0,13.0,0.5379999999999999,4.0,8.0,0.5,4.0,4.0,1.0,0.0,6.0,6.0,6.0,1.0,0.0,2.0,3.0,22.0,4.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Andre Drummond,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,27.13,7.0,18.0,0.389,0.0,1.0,0.0,0.0,0.0,,3.0,11.0,14.0,4.0,1.0,0.0,5.0,2.0,14.0,-5.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
JaVale McGee,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,19.12,6.0,7.0,0.857,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,13.0,12.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Cedi Osman,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,17.57,4.0,9.0,0.444,3.0,6.0,0.5,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,11.0,-4.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Dean Wade,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,15.52,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,7.0,2.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Damyean Dotson,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,13.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Dylan Windler,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,9.29,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,-4.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Marques Bolden,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,0.01,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/202012230CLE.html
Thon Maker,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230CLE.html
Lamar Stevens,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,1,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230CLE.html
Julius Randle,2020-12-23,New York Knicks,Indiana Pacers,0,35.28,7.0,15.0,0.467,0.0,2.0,0.0,3.0,4.0,0.75,1.0,8.0,9.0,9.0,0.0,0.0,5.0,5.0,17.0,-5.0,https://www.basketball-reference.com/boxscores/202012230IND.html
RJ Barrett,2020-12-23,New York Knicks,Indiana Pacers,0,34.22,11.0,15.0,0.733,3.0,3.0,1.0,1.0,2.0,0.5,0.0,8.0,8.0,5.0,0.0,0.0,1.0,3.0,26.0,-10.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Reggie Bullock,2020-12-23,New York Knicks,Indiana Pacers,0,25.38,4.0,10.0,0.4,3.0,8.0,0.375,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,11.0,-16.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Elfrid Payton,2020-12-23,New York Knicks,Indiana Pacers,0,22.1,3.0,7.0,0.429,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,5.0,3.0,7.0,-15.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Mitchell Robinson,2020-12-23,New York Knicks,Indiana Pacers,0,21.1,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,2.0,4.0,6.0,0.0,0.0,3.0,0.0,3.0,3.0,-17.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Alec Burks,2020-12-23,New York Knicks,Indiana Pacers,0,31.4,6.0,12.0,0.5,2.0,4.0,0.5,8.0,9.0,0.889,0.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,22.0,4.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Obi Toppin,2020-12-23,New York Knicks,Indiana Pacers,0,23.33,3.0,12.0,0.25,3.0,7.0,0.429,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,9.0,-4.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Kevin Knox,2020-12-23,New York Knicks,Indiana Pacers,0,18.29,2.0,5.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,3.0,4.0,-6.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Immanuel Quickley,2020-12-23,New York Knicks,Indiana Pacers,0,12.26,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Nerlens Noel,2020-12-23,New York Knicks,Indiana Pacers,0,9.22,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Frank Ntilikina,2020-12-23,New York Knicks,Indiana Pacers,0,4.47,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-5.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Theo Pinson,2020-12-23,New York Knicks,Indiana Pacers,0,0.55,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Dennis Smith,2020-12-23,New York Knicks,Indiana Pacers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230IND.html
Ignas Brazdeikis,2020-12-23,New York Knicks,Indiana Pacers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230IND.html
Jared Harper,2020-12-23,New York Knicks,Indiana Pacers,0,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/boxscores/202012230IND.html
Domantas Sabonis,2020-12-23,Indiana Pacers,New York Knicks,1,36.48,11.0,18.0,0.611,2.0,4.0,0.5,8.0,12.0,0.667,4.0,9.0,13.0,5.0,1.0,0.0,4.0,5.0,32.0,12.0,https://www.basketball-reference.com/boxscores/202012230IND.html
Malcolm Brogdon,2020-12-23,Indiana Pacers,New York Knicks,1,34.51,8.0,16.0,0.5,2.0,4.0,0.5,3.0,3.0,1.0,2.0,5.0,7.0,8.0,2.0,0.0,1.0,2.0,21.0,0.0,https://www.basketball-reference.com/boxscores/202012230IND.html
